movie_title,imdb_id,movie_budget,movie_revenue,movie_release,join_title,book_publisher,book_pages,book_rating,book_ratings_count,join_author,imdb_rating,imdb_total_votes
Impulse,tt0047112,0.0,0.0,1954.0,impulse,,0,0.0,0,,6.0,323.0
Tarzan's Savage Fury,tt0045220,0.0,0.0,1952.0,tarzan's savage fury,,0,0.0,0,,5.7,589.0
The Argyle Secrets,tt0040112,0.0,0.0,1948.0,the argyle secrets,,0,0.0,0,,6.3,602.0
Out of Nature,tt3596492,1309669.8514161368,0.0,2014.0,out of nature,,0,0.0,0,,6.9,2387.0
Northmen: A Viking Saga,tt2290553,0.0,0.0,2014.0,northmen: a viking saga,,0,0.0,0,,5.4,11116.0
Reflections,tt1071203,0.0,0.0,2008.0,reflections,,0,0.0,0,,4.7,659.0
Believe Me,tt3107070,0.0,0.0,2014.0,believe me,,0,0.0,0,,5.0,1217.0
The Invisible Ones,tt2399533,0.0,0.0,2012.0,the invisible ones,,0,0.0,0,,7.6,718.0
J.D.'s Revenge,tt0074703,0.0,0.0,1976.0,j.d.'s revenge,,0,0.0,0,,6.0,1615.0
The Monkey Hustle,tt0076404,0.0,0.0,1976.0,the monkey hustle,,0,0.0,0,,5.2,548.0
Tis kakomoiras,tt0197042,0.0,0.0,1963.0,tis kakomoiras,,0,0.0,0,,8.8,2685.0
Afstiros katallilo,tt1309409,0.0,0.0,2008.0,afstiros katallilo,,0,0.0,0,,6.7,2364.0
Loaf and Camouflage,tt0123976,0.0,0.0,1984.0,loaf and camouflage,,0,0.0,0,,7.7,3876.0
Exhibition,tt2436452,0.0,0.0,2013.0,exhibition,,0,0.0,0,,5.8,1635.0
Superfast!,tt2933474,27635539.538311455,0.0,2015.0,superfast!,,0,0.0,0,,4.2,11663.0
Nocturne Indien,tt0098000,0.0,0.0,1989.0,nocturne indien,,0,0.0,0,,6.9,550.0
Fort Saganne,tt0087284,19061782.566111654,0.0,1984.0,fort saganne,,0,0.0,0,,6.3,1196.0
Police Python 357,tt0075082,0.0,0.0,1976.0,police python 357,,0,0.0,0,,6.9,2308.0
France société anonyme,tt0207479,0.0,0.0,1974.0,france société anonyme,,0,0.0,0,,5.0,239.0
The Do-Deca-Pentathlon,tt0811137,0.0,0.0,2012.0,the do-deca-pentathlon,,0,0.0,0,,5.9,1848.0
Adios Carmen,tt3360148,0.0,0.0,2013.0,adios carmen,,0,0.0,0,,7.3,112.0
Zero,tt1921179,0.0,0.0,2012.0,zero,,0,0.0,0,,7.1,963.0
Bandaged,tt1434925,0.0,0.0,2009.0,bandaged,,0,0.0,0,,4.7,420.0
A Gun For Jennifer,tt0160339,1017465.4956085319,0.0,1997.0,a gun for jennifer,,0,0.0,0,,5.8,663.0
Effie Gray,tt1605798,0.0,0.0,2014.0,effie gray,,0,0.0,0,,6.0,7330.0
Grigris,tt2852394,0.0,0.0,2013.0,grigris,,0,0.0,0,,6.4,615.0
Camp,tt2371287,0.0,0.0,2013.0,camp,,0,0.0,0,,6.7,805.0
Pretty Things,tt0263496,0.0,0.0,2001.0,pretty things,,0,0.0,0,,5.7,1148.0
Wu yen,tt0272362,0.0,0.0,2001.0,wu yen,,0,0.0,0,,6.2,779.0
Sexual Predator,tt0261014,1847198.1776765375,0.0,2001.0,sexual predator,,0,0.0,0,,4.3,1148.0
Broken Bridges,tt0477392,0.0,409772.9713998996,2006.0,broken bridges,,0,0.0,0,,5.9,1952.0
Reality,tt2392672,0.0,0.0,2014.0,reality,,0,0.0,0,,6.9,7530.0
One on Top of the Other,tt0065148,0.0,0.0,1969.0,one on top of the other,,0,0.0,0,,6.6,2979.0
Hell Behind the Bars,tt0438321,0.0,0.0,1984.0,hell behind the bars,,0,0.0,0,,3.8,467.0
The Dove Must Not Fly,tt0066929,0.0,0.0,1970.0,the dove must not fly,,0,0.0,0,,5.1,74.0
Lo sgarbo,tt0202583,0.0,0.0,1975.0,lo sgarbo,,0,0.0,0,,5.2,34.0
Julia,tt2582426,0.0,3736.00557614498,2014.0,julia,,0,0.0,0,,4.6,1946.0
A Summer in La Goulette,tt0114775,0.0,0.0,1996.0,a summer in la goulette,,0,0.0,0,,6.3,968.0
Schtonk!,tt0105328,0.0,0.0,1992.0,schtonk!,,0,0.0,0,,7.1,4392.0
"Norte, the End of History",tt2852432,0.0,0.0,2013.0,"norte, the end of history",,0,0.0,0,,7.4,2416.0
Han Gong-ju,tt3265462,0.0,0.0,2015.0,han gong-ju,,0,0.0,0,,7.2,3100.0
Hysteria: The Def Leppard Story,tt0280754,0.0,0.0,2001.0,hysteria: the def leppard story,,0,0.0,0,,6.6,1468.0
The Package,tt1884457,0.0,2056.7103276516214,2013.0,the package,,0,0.0,0,,5.0,4643.0
A Short History of Decay,tt2265050,0.0,0.0,2014.0,a short history of decay,,0,0.0,0,,5.8,641.0
Hansel and Gretel Get Baked,tt2081194,6300337.967618991,0.0,2013.0,hansel and gretel get baked,,0,0.0,0,,4.4,4084.0
Freeheld,tt0914369,0.0,0.0,2007.0,freeheld,,0,0.0,0,,7.7,379.0
Focus,tt2381941,69227026.54347019,212742477.5711042,2015.0,focus,,0,0.0,0,,6.6,290998.0
The Gamers,tt0369445,0.0,0.0,2002.0,the gamers,,0,0.0,0,,7.4,2077.0
Garage Sale Mystery,tt3106464,0.0,0.0,2013.0,garage sale mystery,,0,0.0,0,,6.9,2594.0
Merchants of Doubt,tt3675568,0.0,265242.6099078576,2014.0,merchants of doubt,,0,0.0,0,,7.6,4030.0
Every Thing Will Be Fine,tt1707380,0.0,11101.19623253971,2015.0,every thing will be fine,,0,0.0,0,,5.5,6635.0
The Adopted,tt2004279,0.0,0.0,2011.0,the adopted,,0,0.0,0,,6.7,1700.0
History of Fear,tt2690718,0.0,0.0,2014.0,history of fear,,0,0.0,0,,5.0,404.0
The SpongeBob Movie: Sponge Out of Water,tt2279373,102251496.29175238,430553459.56189424,2015.0,the spongebob movie: sponge out of water,,0,0.0,0,,6.0,65987.0
Demonic,tt1841642,4145330.9307467183,4680078.620813045,2015.0,demonic,,0,0.0,0,,5.3,17565.0
The Night Child,tt0073367,0.0,0.0,1975.0,the night child,,0,0.0,0,,5.8,887.0
What Have They Done to Your Daughters?,tt0072007,0.0,0.0,1974.0,what have they done to your daughters?,,0,0.0,0,,6.9,2873.0
Venus in Furs,tt0064626,0.0,0.0,1969.0,venus in furs,,0,0.0,0,,5.1,775.0
A Black Veil for Lisa,tt0063323,0.0,0.0,1968.0,a black veil for lisa,,0,0.0,0,,5.9,799.0
Bandidos,tt0062706,0.0,0.0,1967.0,bandidos,,0,0.0,0,,6.6,1195.0
Heavy Petting,tt0095289,0.0,0.0,1989.0,heavy petting,,0,0.0,0,,6.1,430.0
If You Don't Stop It...You'll Go Blind!!!,tt0144246,0.0,0.0,1975.0,if you don't stop it...you'll go blind!!!,,0,0.0,0,,4.6,470.0
In God We Teach,tt1863280,733243.8163183188,0.0,2011.0,in god we teach,,0,0.0,0,,6.7,33.0
Into the Deep,tt0110150,0.0,0.0,1994.0,into the deep,,0,0.0,0,,6.7,360.0
Marvel One-Shot: Item 47,tt2247732,0.0,0.0,2012.0,marvel one-shot: item 47,,0,0.0,0,,6.6,13181.0
Jim Carrey: Unnatural Act,tt0251156,0.0,0.0,1991.0,jim carrey: unnatural act,,0,0.0,0,,7.7,898.0
Sold Out: A Threevening with Kevin Smith,tt1083858,0.0,0.0,2008.0,sold out: a threevening with kevin smith,,0,0.0,0,,7.7,1798.0
Lady Dragon,tt0104667,0.0,0.0,1992.0,lady dragon,,0,0.0,0,,5.0,822.0
Tomie: Unlimited,tt1728217,0.0,0.0,2011.0,tomie: unlimited,,0,0.0,0,,4.8,1049.0
La Domination Masculine,tt1499246,0.0,0.0,2009.0,la domination masculine,,0,0.0,0,,6.4,137.0
Foon,tt0431764,2786390.5306889354,0.0,2005.0,foon,,0,0.0,0,,3.6,256.0
The Confessions of Bernhard Goetz,tt0429807,0.0,0.0,1987.0,the confessions of bernhard goetz,,0,0.0,0,,7.5,27.0
In the Name of the Law,tt0041506,0.0,0.0,1949.0,in the name of the law,,0,0.0,0,,7.6,825.0
The Magic Flute,tt0475331,0.0,0.0,2006.0,the magic flute,,0,0.0,0,,6.5,1344.0
The City Defends Itself,tt0043412,0.0,0.0,1951.0,the city defends itself,,0,0.0,0,,6.8,469.0
Un maledetto imbroglio,tt0053039,0.0,0.0,1959.0,un maledetto imbroglio,,0,0.0,0,,7.4,1768.0
Gelosia,tt0045807,0.0,0.0,1953.0,gelosia,,0,0.0,0,,6.9,204.0
Daddy's Deadly Darling,tt0070537,0.0,0.0,1972.0,daddy's deadly darling,,0,0.0,0,,4.8,1664.0
"Throw Away Your Books, Rally in the Streets",tt0228853,0.0,0.0,1971.0,"throw away your books, rally in the streets",,0,0.0,0,,7.6,2499.0
The Second Best Exotic Marigold Hotel,tt2555736,13817769.769155728,118802788.47392298,2015.0,the second best exotic marigold hotel,,0,0.0,0,,6.5,37320.0
Home at Seven,tt0044718,0.0,0.0,1952.0,home at seven,,0,0.0,0,,6.7,898.0
Love and Bullets,tt0079488,0.0,0.0,1979.0,love and bullets,,0,0.0,0,,5.6,2614.0
Piggy,tt1951218,1281287.9100429243,0.0,2012.0,piggy,,0,0.0,0,,5.5,1884.0
Ugly,tt2882328,0.0,0.0,2013.0,ugly,,0,0.0,0,,7.9,24785.0
Personal Tailor,tt2992152,0.0,0.0,2013.0,personal tailor,,0,0.0,0,,5.2,1461.0
Hank and Asha,tt2330270,0.0,0.0,2014.0,hank and asha,,0,0.0,0,,6.6,481.0
Thank You a Lot,tt2368056,0.0,0.0,2014.0,thank you a lot,,0,0.0,0,,6.3,68.0
Le party,tt0100334,0.0,0.0,1990.0,le party,,0,0.0,0,,7.0,632.0
Legalese,tt0155833,0.0,0.0,1998.0,legalese,,0,0.0,0,,6.1,709.0
Little Sister,tt0104741,0.0,0.0,1992.0,little sister,,0,0.0,0,,5.6,374.0
Ingenious,tt0991174,0.0,0.0,2009.0,ingenious,,0,0.0,0,,5.7,2212.0
JFK: The Smoking Gun,tt2945784,0.0,0.0,2013.0,jfk: the smoking gun,,0,0.0,0,,7.3,897.0
The Legend of Bloody Jack,tt0961206,0.0,0.0,2007.0,the legend of bloody jack,,0,0.0,0,,2.6,400.0
The Unholy Four,tt0065550,0.0,0.0,1970.0,the unholy four,,0,0.0,0,,6.0,554.0
Charleston,tt0077319,0.0,0.0,1977.0,charleston,,0,0.0,0,,5.5,1183.0
Trinità & Bambino... e adesso tocca a noi,tt0114727,0.0,0.0,1995.0,trinità & bambino... e adesso tocca a noi,,0,0.0,0,,4.9,228.0
The Immortal Bachelor,tt0072595,0.0,0.0,1975.0,the immortal bachelor,,0,0.0,0,,6.0,451.0
Diary Of A Telephone Operator,tt0064145,0.0,0.0,1969.0,diary of a telephone operator,,0,0.0,0,,5.4,211.0
The Protagonists,tt0063466,0.0,0.0,1968.0,the protagonists,,0,0.0,0,,6.3,42.0
Bachelor Party Vegas,tt0432373,0.0,0.0,2006.0,bachelor party vegas,,0,0.0,0,,4.5,4930.0
A Fugitive from the Past,tt0279901,0.0,0.0,1965.0,a fugitive from the past,,0,0.0,0,,7.9,1477.0
A Blank on the Map,tt0848243,0.0,0.0,1971.0,a blank on the map,,0,0.0,0,,8.0,191.0
Cool Breeze,tt0068409,0.0,0.0,1972.0,cool breeze,,0,0.0,0,,5.4,462.0
Arabian Adventure,tt0078792,0.0,0.0,1979.0,arabian adventure,,0,0.0,0,,5.7,1243.0
Fear in the Night,tt0068577,0.0,0.0,1972.0,fear in the night,,0,0.0,0,,5.9,2768.0
Twins of Evil,tt0069427,0.0,0.0,1971.0,twins of evil,,0,0.0,0,,6.6,7302.0
The Hellfire Club,tt0053903,0.0,0.0,1961.0,the hellfire club,,0,0.0,0,,5.3,408.0
Sword of Sherwood Forest,tt0054358,0.0,0.0,1960.0,sword of sherwood forest,,0,0.0,0,,5.8,1621.0
Sherlock Holmes and the Masks of Death,tt0088108,0.0,0.0,1984.0,sherlock holmes and the masks of death,,0,0.0,0,,6.2,675.0
Vuonna 85,tt2088974,2240120.16626453,0.0,2013.0,vuonna 85,,0,0.0,0,,4.8,940.0
Teen Spirit,tt0864911,0.0,0.0,2007.0,teen spirit,,0,0.0,0,,5.4,266.0
George Carlin: It's Bad for Ya!,tt0963207,0.0,0.0,2008.0,george carlin: it's bad for ya!,,0,0.0,0,,8.4,6749.0
Poison,tt0043927,0.0,0.0,1951.0,poison,,0,0.0,0,,7.4,1826.0
Forgive Me,tt0498125,0.0,0.0,2006.0,forgive me,,0,0.0,0,,6.4,469.0
Papa,tt0428940,0.0,0.0,2005.0,papa,,0,0.0,0,,6.5,671.0
Letters From a Killer,tt0119522,0.0,0.0,1998.0,letters from a killer,,0,0.0,0,,5.4,2615.0
Call Me Elisabeth,tt0478687,0.0,0.0,2006.0,call me elisabeth,,0,0.0,0,,6.9,475.0
The Color of Milk,tt0425125,0.0,0.0,2004.0,the color of milk,,0,0.0,0,,6.3,720.0
Repatriation,tt0390425,0.0,0.0,2004.0,repatriation,,0,0.0,0,,7.7,174.0
Slingshot Hip Hop,tt1157718,0.0,0.0,2008.0,slingshot hip hop,,0,0.0,0,,8.1,167.0
Island,tt1185393,0.0,0.0,2011.0,island,,0,0.0,0,,5.6,572.0
Parked,tt1571409,0.0,0.0,2010.0,parked,,0,0.0,0,,6.7,2819.0
Code Name Coq Rouge,tt0098544,0.0,0.0,1989.0,code name coq rouge,,0,0.0,0,,5.7,1339.0
So Ends Our Night,tt0034208,0.0,0.0,1941.0,so ends our night,,0,0.0,0,,6.9,849.0
66 Scenes from America,tt0289045,0.0,0.0,1982.0,66 scenes from america,,0,0.0,0,,7.1,287.0
Jimi Hendrix: Hear My Train A Comin',tt3181314,0.0,0.0,2013.0,jimi hendrix: hear my train a comin',,0,0.0,0,,7.6,597.0
Death of a Corrupt Man,tt0076410,0.0,0.0,1977.0,death of a corrupt man,,0,0.0,0,,6.8,2984.0
The Third Reich: The Rise & Fall,tt1855924,0.0,0.0,2010.0,the third reich: the rise & fall,,0,0.0,0,,8.3,1278.0
Ismael,tt1710393,0.0,0.0,2013.0,ismael,,0,0.0,0,,6.3,1213.0
Tracers,tt2401097,15199546.746071301,820337.500986168,2015.0,tracers,,0,0.0,0,,5.6,20629.0
"McFarland, USA",tt2097298,0.0,63161107.13965247,2015.0,"mcfarland, usa",,0,0.0,0,,7.4,45556.0
A Black Ribbon for Deborah,tt0072710,0.0,0.0,1974.0,a black ribbon for deborah,,0,0.0,0,,4.9,107.0
We Always Lie to Strangers,tt2475492,0.0,0.0,2013.0,we always lie to strangers,,0,0.0,0,,7.4,68.0
Kids for Cash,tt2925642,0.0,0.0,2014.0,kids for cash,,0,0.0,0,,7.1,2029.0
Bomber,tt1207926,0.0,0.0,2009.0,bomber,,0,0.0,0,,6.0,270.0
Missionary,tt2095713,0.0,0.0,2013.0,missionary,,0,0.0,0,,5.3,797.0
Wolf Totem,tt2909116,52507525.12279177,170242694.66971675,2015.0,wolf totem,,0,0.0,0,,6.6,6456.0
Urban Warriors,tt0289596,0.0,0.0,1987.0,urban warriors,,0,0.0,0,,3.6,166.0
Shoot the Living and Pray for the Dead,tt0066240,0.0,0.0,1971.0,shoot the living and pray for the dead,,0,0.0,0,,6.2,886.0
Who Killed the Prosecutor and Why?,tt0069364,0.0,0.0,1972.0,who killed the prosecutor and why?,,0,0.0,0,,5.7,198.0
Hole in the Forehead,tt0158524,0.0,0.0,1968.0,hole in the forehead,,0,0.0,0,,5.3,199.0
Arnold,tt0069732,0.0,0.0,1973.0,arnold,,0,0.0,0,,5.9,735.0
The Robot vs. The Aztec Mummy,tt0050717,0.0,0.0,1958.0,the robot vs. the aztec mummy,,0,0.0,0,,2.5,2949.0
The Forgotten Woman,tt1271973,0.0,0.0,2008.0,the forgotten woman,,0,0.0,0,,7.1,81.0
My Own Man,tt3356434,0.0,0.0,2014.0,my own man,,0,0.0,0,,6.4,478.0
The Lazarus Effect,tt2918436,4559864.02382139,88586727.92369656,2015.0,the lazarus effect,,0,0.0,0,,5.2,48181.0
The Walking Hills,tt0042033,0.0,0.0,1949.0,the walking hills,,0,0.0,0,,6.4,1229.0
Too Many Ways to Be No. 1,tt0120541,0.0,0.0,1997.0,too many ways to be no. 1,,0,0.0,0,,7.4,1089.0
Assa,tt0094683,0.0,0.0,1987.0,assa,,0,0.0,0,,7.6,3409.0
Los Flamencos,tt3088362,0.0,0.0,2013.0,los flamencos,,0,0.0,0,,5.2,349.0
My Best Friend's Wife,tt0169548,0.0,0.0,1998.0,my best friend's wife,,0,0.0,0,,6.0,474.0
That's Life,tt0166556,0.0,0.0,1998.0,that's life,,0,0.0,0,,7.0,5924.0
Chiedimi se sono felice,tt0252985,0.0,0.0,2000.0,chiedimi se sono felice,,0,0.0,0,,7.2,9295.0
Cose da pazzi,tt0461179,0.0,0.0,2005.0,cose da pazzi,,0,0.0,0,,6.4,309.0
Bad Man's River,tt0068246,0.0,0.0,1971.0,bad man's river,,0,0.0,0,,4.6,1138.0
The Fourth Victim,tt0066623,0.0,0.0,1971.0,the fourth victim,,0,0.0,0,,5.7,653.0
Life Goes On,tt0065178,0.0,0.0,1969.0,life goes on,,0,0.0,0,,4.7,220.0
Unfinished Business,tt2358925,48362194.19204505,19940773.14344379,2015.0,unfinished business,,0,0.0,0,,5.4,36169.0
Gods,tt3745620,2757199.687191867,0.0,2014.0,gods,,0,0.0,0,,7.6,8153.0
Mutantes,tt1576434,0.0,0.0,2009.0,mutantes,,0,0.0,0,,6.3,132.0
The Connection,tt2935564,35843595.93349427,0.0,2014.0,the connection,,0,0.0,0,,7.1,13159.0
The Beehive,tt0083743,0.0,0.0,1982.0,the beehive,,0,0.0,0,,7.1,1237.0
Unchained,tt0048762,0.0,0.0,1955.0,unchained,,0,0.0,0,,6.1,255.0
The Children of Sanchez,tt0077326,0.0,0.0,1978.0,the children of sanchez,,0,0.0,0,,6.0,725.0
Street People,tt0074494,0.0,0.0,1976.0,street people,,0,0.0,0,,5.3,1068.0
Violence for Kicks,tt0164220,0.0,0.0,1979.0,violence for kicks,,0,0.0,0,,5.0,110.0
The Police Serve the Citizens?,tt0070553,0.0,0.0,1973.0,the police serve the citizens?,,0,0.0,0,,6.8,141.0
Covert Action,tt0077376,0.0,0.0,1978.0,covert action,,0,0.0,0,,5.3,182.0
Jacky in the Kingdom of Women,tt2382422,0.0,0.0,2014.0,jacky in the kingdom of women,,0,0.0,0,,6.1,2851.0
Soulless,tt1826660,3986229.0534668756,18819243.618999127,2012.0,soulless,,0,0.0,0,,6.3,4241.0
Arc,tt0756618,1057898.6452584043,0.0,2006.0,arc,,0,0.0,0,,5.7,497.0
Chronic Town,tt0988035,0.0,0.0,2010.0,chronic town,,0,0.0,0,,6.8,137.0
Ghost in the Shell Arise - Border 1: Ghost Pain,tt2636124,0.0,0.0,2013.0,ghost in the shell arise - border 1: ghost pain,,0,0.0,0,,7.0,4603.0
About Alex,tt2667918,0.0,0.0,2014.0,about alex,,0,0.0,0,,6.3,8059.0
Xuxa in Crystal Moon,tt0100070,0.0,0.0,1990.0,xuxa in crystal moon,,0,0.0,0,,4.6,1196.0
Dhobi Ghat,tt1433810,0.0,0.0,2011.0,dhobi ghat,,0,0.0,0,,7.0,14188.0
Raanjhanaa,tt2359810,8960480.66505812,25201351.870475963,2013.0,raanjhanaa,,0,0.0,0,,7.6,36897.0
Casbah,tt0040214,0.0,0.0,1948.0,casbah,,0,0.0,0,,6.0,653.0
New Scenes from America,tt0347623,0.0,0.0,2002.0,new scenes from america,,0,0.0,0,,7.4,106.0
The Adventurers,tt0065374,0.0,0.0,1970.0,the adventurers,,0,0.0,0,,5.2,971.0
The Voice of the Moon,tt0098606,0.0,0.0,1990.0,the voice of the moon,,0,0.0,0,,6.3,3547.0
Whitey: United States of America v. James J. Bulger,tt3326366,0.0,0.0,2014.0,whitey: united states of america v. james j. bulger,,0,0.0,0,,6.7,3250.0
Spare Parts,tt3233418,0.0,0.0,2015.0,spare parts,,0,0.0,0,,7.2,12307.0
Bikes vs Cars,tt4397346,124.35992792240155,0.0,2015.0,bikes vs cars,,0,0.0,0,,7.1,779.0
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,tt4189260,0.0,0.0,2015.0,lego dc comics super heroes: justice league vs. bizarro league,,0,0.0,0,,5.8,2374.0
Animals United,tt1620449,0.0,0.0,2010.0,animals united,,0,0.0,0,,4.9,7236.0
Impy's Wonderland,tt1210117,0.0,0.0,2008.0,impy's wonderland,,0,0.0,0,,4.4,531.0
Tom and Jerry: The Lost Dragon,tt4006794,0.0,0.0,2014.0,tom and jerry: the lost dragon,,0,0.0,0,,5.8,1138.0
The Impossible Voyage,tt0000499,0.0,0.0,1904.0,the impossible voyage,,0,0.0,0,,7.4,4322.0
Capturing Mary,tt0899052,0.0,0.0,2007.0,capturing mary,,0,0.0,0,,6.7,2225.0
Floating Skyscrapers,tt2776106,0.0,0.0,2013.0,floating skyscrapers,,0,0.0,0,,6.3,3378.0
Plastic Paradise: The Great Pacific Garbage Patch,tt2277946,0.0,0.0,2013.0,plastic paradise: the great pacific garbage patch,,0,0.0,0,,7.5,488.0
Falcon Rising,tt2295722,0.0,0.0,2014.0,falcon rising,,0,0.0,0,,5.8,9758.0
Somewhere Under the Broad Sky,tt0134770,0.0,0.0,1954.0,somewhere under the broad sky,,0,0.0,0,,7.0,251.0
Old Man Drinking a Glass of Beer,tt1604139,0.0,0.0,1898.0,old man drinking a glass of beer,,0,0.0,0,,0.0,0.0
Dickson Greeting,tt0241373,0.0,0.0,1891.0,dickson greeting,,0,0.0,0,,5.2,1699.0
To Write Love on Her Arms,tt1850418,4698041.721512947,0.0,2015.0,to write love on her arms,,0,0.0,0,,6.5,3258.0
Lights Out,tt1646127,0.0,0.0,2010.0,lights out,,0,0.0,0,,6.4,1209.0
Bright Days Ahead,tt2379318,0.0,0.0,2013.0,bright days ahead,,0,0.0,0,,6.3,1974.0
Mardock Scramble: The Second Combustion,tt2048804,0.0,0.0,2011.0,mardock scramble: the second combustion,,0,0.0,0,,6.2,1106.0
"My Wife, A Body to Love",tt0128345,0.0,0.0,1973.0,"my wife, a body to love",,0,0.0,0,,4.8,121.0
Gardenia,tt0198508,0.0,0.0,1979.0,gardenia,,0,0.0,0,,5.8,109.0
Pigs with a P.38,tt0195154,0.0,0.0,1978.0,pigs with a p.38,,0,0.0,0,,4.1,32.0
"Clap, You're Dead",tt0071326,0.0,0.0,1974.0,"clap, you're dead",,0,0.0,0,,4.6,92.0
Orders Signed in White,tt0073491,0.0,0.0,1974.0,orders signed in white,,0,0.0,0,,4.6,75.0
Fear In The City,tt0160105,0.0,0.0,1981.0,fear in the city,,0,0.0,0,,4.2,60.0
The Flower with Petals of Steel,tt0070062,0.0,0.0,1973.0,the flower with petals of steel,,0,0.0,0,,5.5,328.0
The Last Hours of a Virgin,tt0169787,0.0,0.0,1972.0,the last hours of a virgin,,0,0.0,0,,4.9,18.0
Moving Alan,tt0310741,0.0,0.0,2003.0,moving alan,,0,0.0,0,,5.6,171.0
Papusza,tt2719094,0.0,0.0,2013.0,papusza,,0,0.0,0,,7.4,1471.0
The Return of the Exorcist,tt0073847,0.0,0.0,1975.0,the return of the exorcist,,0,0.0,0,,4.0,419.0
The Floating Castle,tt1674778,0.0,0.0,2012.0,the floating castle,,0,0.0,0,,6.4,646.0
Familiar Ground,tt1671457,0.0,0.0,2011.0,familiar ground,,0,0.0,0,,6.6,553.0
Club Sandwich,tt3118696,0.0,0.0,2013.0,club sandwich,,0,0.0,0,,6.3,1011.0
Playing,tt1165293,0.0,0.0,2007.0,playing,,0,0.0,0,,8.4,1549.0
Rings,tt0449092,0.0,0.0,2005.0,rings,,0,0.0,0,,6.5,3482.0
Butterflies Have No Memories,tt1517163,0.0,0.0,2009.0,butterflies have no memories,,0,0.0,0,,6.6,185.0
The Dependent,tt0064223,0.0,0.0,1969.0,the dependent,,0,0.0,0,,7.5,615.0
Nazareno Cruz and the Wolf,tt0071897,0.0,0.0,1975.0,nazareno cruz and the wolf,,0,0.0,0,,6.9,914.0
Bestiary,tt2125439,0.0,0.0,2012.0,bestiary,,0,0.0,0,,6.5,481.0
Carcasses,tt1426357,0.0,0.0,2009.0,carcasses,,0,0.0,0,,5.8,216.0
The Gold Bug,tt3645074,0.0,0.0,2014.0,the gold bug,,0,0.0,0,,6.4,184.0
Independence,tt1346973,0.0,0.0,2010.0,independence,,0,0.0,0,,6.6,257.0
Autohystoria,tt0949863,0.0,0.0,2007.0,autohystoria,,0,0.0,0,,6.3,64.0
La Morte Rouge,tt0806125,0.0,0.0,2006.0,la morte rouge,,0,0.0,0,,7.3,385.0
Sacro GRA,tt3172520,0.0,0.0,2013.0,sacro gra,,0,0.0,0,,6.3,1940.0
Gimme the Loot,tt2139919,0.0,0.0,2012.0,gimme the loot,,0,0.0,0,,6.6,2640.0
Run All Night,tt2199571,69088848.84577864,98882232.10942844,2015.0,run all night,,0,0.0,0,,6.6,118983.0
Event 15,tt2363181,0.0,0.0,2013.0,event 15,,0,0.0,0,,4.7,1288.0
The Killers,tt0052330,0.0,0.0,1956.0,the killers,,0,0.0,0,,6.5,3966.0
Asthma,tt3042626,0.0,0.0,2015.0,asthma,,0,0.0,0,,5.4,1742.0
Refuge,tt1844763,0.0,0.0,2012.0,refuge,,0,0.0,0,,5.8,608.0
Melody,tt0067418,0.0,0.0,1971.0,melody,,0,0.0,0,,7.5,3429.0
Assassin,tt3030354,0.0,0.0,2015.0,assassin,,0,0.0,0,,3.8,1400.0
Rich Hill,tt2548738,0.0,0.0,2014.0,rich hill,,0,0.0,0,,7.2,2570.0
Our Vinyl Weighs a Ton: This Is Stones Throw Records,tt2475454,0.0,0.0,2013.0,our vinyl weighs a ton: this is stones throw records,,0,0.0,0,,7.5,894.0
The Huns,tt0056400,0.0,0.0,1960.0,the huns,,0,0.0,0,,4.6,77.0
Mission Bloody Mary,tt0058882,0.0,0.0,1965.0,mission bloody mary,,0,0.0,0,,5.5,260.0
Password: Uccidete agente Gordon,tt0060790,0.0,0.0,1966.0,password: uccidete agente gordon,,0,0.0,0,,5.1,93.0
The incredible Paris Incident,tt0061500,0.0,0.0,1967.0,the incredible paris incident,,0,0.0,0,,4.4,633.0
The Sinful Nuns of Saint Valentine,tt0147374,0.0,0.0,1974.0,the sinful nuns of saint valentine,,0,0.0,0,,4.7,997.0
One Man Against the Organization,tt0073845,0.0,0.0,1975.0,one man against the organization,,0,0.0,0,,5.3,70.0
Broken Blossoms,tt0027400,0.0,0.0,1936.0,broken blossoms,,0,0.0,0,,5.3,159.0
Rio,tt0031863,0.0,0.0,1939.0,rio,,0,0.0,0,,6.1,242.0
The Lodger,tt0037024,0.0,0.0,1944.0,the lodger,,0,0.0,0,,7.0,4337.0
Guest in the House,tt0036886,0.0,0.0,1944.0,guest in the house,,0,0.0,0,,6.2,1140.0
Singapore,tt0039829,0.0,0.0,1947.0,singapore,,0,0.0,0,,6.4,898.0
The Diamond Queen,tt0045687,0.0,0.0,1953.0,the diamond queen,,0,0.0,0,,4.7,119.0
Stand by Me Doraemon,tt3331846,48250994.52585767,114508099.42769712,2014.0,stand by me doraemon,,0,0.0,0,,7.3,10602.0
Saints and Soldiers: The Void,tt1270114,0.0,0.0,2014.0,saints and soldiers: the void,,0,0.0,0,,5.3,2838.0
Little Deaths,tt1614456,0.0,0.0,2011.0,little deaths,,0,0.0,0,,4.7,3433.0
The Boxer's Omen,tt0085951,0.0,0.0,1983.0,the boxer's omen,,0,0.0,0,,7.0,2321.0
Found,tt2149360,11389.225867048215,0.0,2012.0,found,,0,0.0,0,,5.8,6091.0
