movie_title,imdb_id,movie_budget,movie_revenue,movie_release,join_title,book_publisher,book_pages,book_rating,book_ratings_count,join_author,imdb_rating,imdb_total_votes
Prince of the City,tt0082945,0.0,0.0,1981.0,prince of the city,,0,0.0,0,,7.4,10374.0
Serpico,tt0070666,22789320.843091335,226373920.37470725,1973.0,serpico,,0,0.0,0,,7.7,143871.0
Ace in the Hole,tt0043338,23273876.876910955,16614594.168636722,1951.0,ace in the hole,,0,0.0,0,,8.1,41589.0
Lonely Are the Brave,tt0056195,0.0,0.0,1962.0,lonely are the brave,,0,0.0,0,,7.6,10741.0
The Sugarland Express,tt0072226,20792820.512820512,88716034.18803419,1974.0,the sugarland express,,0,0.0,0,,6.7,21523.0
Trouble in Paradise,tt0023622,0.0,0.0,1932.0,trouble in paradise,,0,0.0,0,,7.9,17139.0
Big Trouble in Little China,tt0090728,73787079.16287534,32466314.831665147,1986.0,big trouble in little china,,0,0.0,0,,7.2,163997.0
Badlands,tt0069762,0.0,0.0,1973.0,badlands,,0,0.0,0,,7.7,82848.0
Battleship Potemkin,tt0015648,0.0,0.0,1925.0,battleship potemkin,,0,0.0,0,,7.9,64277.0
Boys and Girls,tt0204175,30654979.3266391,39520728.88893089,2000.0,boys and girls,,0,0.0,0,,5.4,18118.0
Shaft,tt0162650,88133065.56408742,205381651.87988186,2000.0,shaft,,0,0.0,0,,6.0,84278.0
Titan A.E.,tt0120913,143695215.59362078,70419534.08926167,2000.0,titan a.e.,,0,0.0,0,,6.6,65982.0
Butterfly,tt0188030,5908342.4408014575,11816684.881602915,1999.0,butterfly,,0,0.0,0,,7.6,10423.0
Jesus' Son,tt0186253,0.0,0.0,1999.0,jesus' son,,0,0.0,0,,6.9,7709.0
The Match,tt0165384,0.0,0.0,1999.0,the match,,0,0.0,0,,6.2,1452.0
Time Regained,tt0189142,0.0,0.0,1999.0,time regained,,0,0.0,0,,6.7,2953.0
Boricua's Bond,tt0217287,0.0,0.0,0.0,boricua's bond,,0,0.0,0,,3.6,313.0
Chicken Run,tt0120630,86217129.35617247,430768681.95836973,2000.0,chicken run,,0,0.0,0,,7.1,222063.0
"Me, Myself & Irene",tt0183505,97712746.60366213,285993711.7757354,2000.0,"me, myself & irene",,0,0.0,0,,6.6,261907.0
The Patriot,tt0187393,210752982.87064382,412490225.19702303,2000.0,the patriot,,0,0.0,0,,7.2,308051.0
The Adventures of Rocky & Bullwinkle,tt0131704,145611151.80153573,67316073.79657413,2000.0,the adventures of rocky & bullwinkle,,0,0.0,0,,4.3,21772.0
The Perfect Storm,tt0177971,229912344.94979325,624128935.7969049,2000.0,the perfect storm,,0,0.0,0,,6.5,186001.0
The Golden Bowl,tt0200669,28739043.118724156,0.0,2000.0,the golden bowl,,0,0.0,0,,5.9,4711.0
Asylum,tt0068230,0.0,0.0,1972.0,asylum,,0,0.0,0,,6.5,8951.0
Communion,tt0097100,0.0,5137574.292937294,1989.0,communion,,0,0.0,0,,5.5,8555.0
Fun & Fancy Free,tt0039404,0.0,0.0,1947.0,fun & fancy free,,0,0.0,0,,6.3,10269.0
The Kentucky Fried Movie,tt0076257,3315516.183986371,0.0,1977.0,the kentucky fried movie,,0,0.0,0,,6.4,21391.0
Bound by Honor,tt0106469,79501960.78431372,0.0,1993.0,bound by honor,,0,0.0,0,,7.9,36939.0
Daughter of Dr. Jekyll,tt0050292,0.0,0.0,1957.0,daughter of dr. jekyll,,0,0.0,0,,5.4,740.0
F/X,tt0089118,0.0,60811517.99017288,1986.0,f/x,,0,0.0,0,,6.7,24356.0
F/X2,tt0101846,39492466.22123238,0.0,1991.0,f/x2,,0,0.0,0,,5.9,12438.0
The Hot Spot,tt0099797,0.0,3291956.13465098,1990.0,the hot spot,,0,0.0,0,,6.4,15086.0
Missing in Action,tt0087727,4765445.6415279135,72474203.04846229,1984.0,missing in action,,0,0.0,0,,5.5,17900.0
Missing in Action 2: The Beginning,tt0089604,7395713.150425733,33005892.45502365,1985.0,missing in action 2: the beginning,,0,0.0,0,,5.3,10084.0
Braddock: Missing in Action III,tt0094792,0.0,17319855.858344827,1988.0,braddock: missing in action iii,,0,0.0,0,,4.9,7802.0
Thunderbolt and Lightfoot,tt0072288,0.0,150401401.7094017,1974.0,thunderbolt and lightfoot,,0,0.0,0,,7.0,32040.0
Dreamscape,tt0087175,0.0,38584761.78444662,1984.0,dreamscape,,0,0.0,0,,6.3,19474.0
The Golden Voyage of Sinbad,tt0071569,0.0,83560843.0913349,1973.0,the golden voyage of sinbad,,0,0.0,0,,6.8,11465.0
Hatchet for the Honeymoon,tt0064904,0.0,0.0,1970.0,hatchet for the honeymoon,,0,0.0,0,,6.3,4770.0
House Party,tt0099800,6360156.862745098,67127639.59215686,1990.0,house party,,0,0.0,0,,6.5,17683.0
House Party 2,tt0102065,0.0,0.0,1991.0,house party 2,,0,0.0,0,,5.3,7364.0
Make Mine Music,tt0038718,0.0,0.0,1946.0,make mine music,,0,0.0,0,,6.1,5394.0
Melody Time,tt0040580,27395945.94594595,0.0,1948.0,melody time,,0,0.0,0,,6.1,7616.0
Nekromantik,tt0093608,0.0,0.0,1987.0,nekromantik,,0,0.0,0,,4.8,11967.0
On Our Merry Way,tt0040664,0.0,0.0,1948.0,on our merry way,,0,0.0,0,,5.7,953.0
Project Moon Base,tt0046213,0.0,0.0,1953.0,project moon base,,0,0.0,0,,3.4,1486.0
Rocketship X-M,tt0042897,0.0,0.0,1950.0,rocketship x-m,,0,0.0,0,,4.9,2665.0
Shaft in Africa,tt0070679,16271575.081967212,11075609.929742388,1973.0,shaft in africa,,0,0.0,0,,5.9,3407.0
Shaft's Big Score!,tt0069257,15572813.203883495,78730097.08737864,1972.0,shaft's big score!,,0,0.0,0,,6.1,3821.0
Croupier,tt0159382,0.0,0.0,1998.0,croupier,,0,0.0,0,,7.0,24528.0
The Kid,tt0219854,124535853.51447135,133540753.69167158,2000.0,the kid,,0,0.0,0,,6.1,45864.0
Scary Movie,tt0175142,36402787.95038393,532668145.77512103,2000.0,scary movie,,0,0.0,0,,6.3,313365.0
But I'm a Cheerleader,tt0179116,2363336.976320583,5120563.448694596,1999.0,but i'm a cheerleader,,0,0.0,0,,6.8,49405.0
Shower,tt0215369,0.0,0.0,1999.0,shower,,0,0.0,0,,7.5,4317.0
Blow-Up,tt0060176,0.0,0.0,1966.0,blow-up,,0,0.0,0,,7.4,71559.0
The Pawnbroker,tt0059575,5184910.485933503,0.0,1965.0,the pawnbroker,,0,0.0,0,,7.6,11477.0
Groove,tt0212974,0.0,0.0,2000.0,groove,,0,0.0,0,,6.6,4712.0
Footloose,tt0087277,26051102.840352595,254269571.75255632,1984.0,footloose,,0,0.0,0,,6.6,100025.0
Duel in the Sun,tt0038499,0.0,0.0,1946.0,duel in the sun,,0,0.0,0,,6.7,10195.0
X-Men,tt0120903,143695215.59362078,567767629.6156881,2000.0,x-men,,0,0.0,0,,7.3,682517.0
Chuck & Buck,tt0200530,0.0,0.0,2000.0,chuck & buck,,0,0.0,0,,6.6,6160.0
The Five Senses,tt0168794,0.0,0.0,1999.0,the five senses,,0,0.0,0,,6.7,3201.0
The Wisdom of Crocodiles,tt0120894,0.0,0.0,1998.0,the wisdom of crocodiles,,0,0.0,0,,6.2,6405.0
The In Crowd,tt0163676,28739043.118724156,9996393.332923803,2000.0,the in crowd,,0,0.0,0,,4.7,5015.0
What Lies Beneath,tt0161081,191593620.79149437,297859779.12089777,2000.0,what lies beneath,,0,0.0,0,,6.6,142957.0
Pokémon: The Movie 2000,tt0210234,59083424.40801457,263806052.28512448,1999.0,pokémon: the movie 2000,,0,0.0,0,,6.1,25420.0
Criminal Lovers,tt0205735,0.0,0.0,1999.0,criminal lovers,,0,0.0,0,,6.4,4726.0
Anatomy of a Murder,tt0052561,0.0,0.0,1959.0,anatomy of a murder,,0,0.0,0,,8.0,76487.0
Freejack,tt0104299,0.0,0.0,1992.0,freejack,,0,0.0,0,,5.4,18510.0
Greaser's Palace,tt0068659,0.0,0.0,1972.0,greaser's palace,,0,0.0,0,,5.7,1288.0
H.O.T.S.,tt0079257,0.0,0.0,1979.0,h.o.t.s.,,0,0.0,0,,4.7,2081.0
Knightriders,tt0082622,11159449.541284403,0.0,1981.0,knightriders,,0,0.0,0,,6.3,5927.0
Mackenna's Gold,tt0064615,63601568.62745097,0.0,1969.0,mackenna's gold,,0,0.0,0,,6.7,10565.0
Sinbad and the Eye of the Tiger,tt0076716,19340511.073253833,88413764.90630323,1977.0,sinbad and the eye of the tiger,,0,0.0,0,,6.4,9321.0
Two Women,tt0054749,0.0,0.0,1960.0,two women,,0,0.0,0,,7.7,13421.0
What About Bob?,tt0103241,84282702.30141056,153418598.96065333,1991.0,what about bob?,,0,0.0,0,,7.0,77863.0
White Sands,tt0105813,0.0,0.0,1992.0,white sands,,0,0.0,0,,6.0,9515.0
Breaker Morant,tt0080310,444.96635897435897,0.0,1980.0,breaker morant,,0,0.0,0,,7.8,15202.0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,tt0068555,15746019.417475726,141842426.08543688,1972.0,everything you always wanted to know about sex *but were afraid to ask,,0,0.0,0,,6.7,43426.0
Interiors,tt0077742,0.0,0.0,1978.0,interiors,,0,0.0,0,,7.3,21910.0
Love and Death,tt0073312,18606195.02868069,125118859.37009561,1975.0,love and death,,0,0.0,0,,7.6,43159.0
The Official Story,tt0089276,0.0,0.0,1985.0,the official story,,0,0.0,0,,7.7,11550.0
The Other Side of Sunday,tt0117817,0.0,0.0,1996.0,the other side of sunday,,0,0.0,0,,6.9,1328.0
Pot o' Gold,tt0034055,0.0,0.0,1941.0,pot o' gold,,0,0.0,0,,6.0,2234.0
Tampopo,tt0092048,0.0,0.0,1985.0,tampopo,,0,0.0,0,,7.9,25538.0
Thomas and the Magic Railroad,tt0205461,0.0,0.0,2000.0,thomas and the magic railroad,,0,0.0,0,,4.3,5150.0
Nutty Professor II: The Klumps,tt0144528,160938641.46485528,236250156.54908445,2000.0,nutty professor ii: the klumps,,0,0.0,0,,4.5,55055.0
The Girl on the Bridge,tt0144201,0.0,0.0,1999.0,the girl on the bridge,,0,0.0,0,,7.4,14804.0
Wonderland,tt0171865,0.0,0.0,1999.0,wonderland,,0,0.0,0,,7.1,4309.0
Autumn in New York,tt0174480,124535853.51447135,0.0,2000.0,autumn in new york,,0,0.0,0,,5.6,30024.0
Coyote Ugly,tt0200550,86217129.35617247,218256697.21460128,2000.0,coyote ugly,,0,0.0,0,,5.8,126900.0
Hollow Man,tt0164052,182013939.75191966,364436845.66709983,2000.0,hollow man,,0,0.0,0,,5.9,144406.0
Space Cowboys,tt0186566,124535853.51447135,246933775.12448907,2000.0,space cowboys,,0,0.0,0,,6.5,90080.0
Better Living,tt0131972,0.0,0.0,1998.0,better living,,0,0.0,0,,3.8,166.0
Mad About Mambo,tt0156757,0.0,0.0,2000.0,mad about mambo,,0,0.0,0,,5.9,2187.0
Psycho Beach Party,tt0206226,2873904.3118724157,0.0,2000.0,psycho beach party,,0,0.0,0,,6.1,7253.0
Saving Grace,tt0195234,19159362.079149436,50447523.83565269,2000.0,saving grace,,0,0.0,0,,6.9,19891.0
Black Sabbath,tt0057603,0.0,0.0,1963.0,black sabbath,,0,0.0,0,,7.0,15474.0
The Brain That Wouldn't Die,tt0052646,669467.9094540613,0.0,1962.0,the brain that wouldn't die,,0,0.0,0,,4.6,8019.0
Bronco Billy,tt0080472,0.0,0.0,1980.0,bronco billy,,0,0.0,0,,6.2,13527.0
The Crush,tt0106627,13628907.563025208,30913533.34543417,1993.0,the crush,,0,0.0,0,,5.8,24085.0
Kelly's Heroes,tt0065938,34234089.709762536,44504316.622691296,1970.0,kelly's heroes,,0,0.0,0,,7.6,57346.0
Phantasm II,tt0095863,8388827.586206896,20364860.45834483,1988.0,phantasm ii,,0,0.0,0,,6.4,17763.0
Phantasm III: Lord of the Dead,tt0110823,5542857.142857143,0.0,1994.0,phantasm iii: lord of the dead,,0,0.0,0,,6.0,11341.0
Phantasm IV: Oblivion,tt0138703,1301476.5432098764,0.0,1998.0,phantasm iv: oblivion,,0,0.0,0,,5.5,8967.0
Pumpkinhead,tt0095925,9786965.51724138,12263112.533517241,1988.0,pumpkinhead,,0,0.0,0,,6.2,30732.0
Air America,tt0099005,0.0,85127567.86660391,1990.0,air america,,0,0.0,0,,5.8,31959.0
Sleepaway Camp,tt0086320,1159640.4494382022,0.0,1983.0,sleepaway camp,,0,0.0,0,,6.2,42839.0
Steel Magnolias,tt0098384,0.0,256668466.909967,1989.0,steel magnolias,,0,0.0,0,,7.3,67516.0
...And God Created Woman,tt0049189,0.0,0.0,1956.0,...and god created woman,,0,0.0,0,,6.3,10165.0
Easy Money,tt0085470,0.0,0.0,1983.0,easy money,,0,0.0,0,,6.2,11048.0
Ilsa: She Wolf of the SS,tt0071650,0.0,0.0,1975.0,ilsa: she wolf of the ss,,0,0.0,0,,5.1,8819.0
Silent Fall,tt0111187,66514285.71428571,7052008.64,1994.0,silent fall,,0,0.0,0,,5.9,5200.0
The Spiral Staircase,tt0038975,0.0,0.0,1946.0,the spiral staircase,,0,0.0,0,,7.3,12200.0
What Ever Happened to Aunt Alice?,tt0065206,0.0,0.0,1969.0,what ever happened to aunt alice?,,0,0.0,0,,6.8,3087.0
Margaret Cho: I'm the One That I Want,tt0251739,0.0,0.0,2000.0,margaret cho: i'm the one that i want,,0,0.0,0,,7.4,1220.0
The Tao of Steve,tt0234853,0.0,0.0,2000.0,the tao of steve,,0,0.0,0,,6.7,7947.0
The Tic Code,tt0165986,0.0,0.0,2000.0,the tic code,,0,0.0,0,,6.7,502.0
Aimee & Jaguar,tt0130444,0.0,0.0,1999.0,aimee & jaguar,,0,0.0,0,,7.2,7238.0
An Affair of Love,tt0204709,0.0,0.0,1999.0,an affair of love,,0,0.0,0,,6.9,5886.0
The Autumn Heart,tt0120593,0.0,22711.6683424408,1999.0,the autumn heart,,0,0.0,0,,6.2,244.0
Bless the Child,tt0163983,76637448.31659774,0.0,2000.0,bless the child,,0,0.0,0,,5.1,15857.0
Cecil B. Demented,tt0173716,19159362.079149436,0.0,2000.0,cecil b. demented,,0,0.0,0,,6.3,17724.0
The Eyes of Tammy Faye,tt0233687,0.0,0.0,2000.0,the eyes of tammy faye,,0,0.0,0,,7.2,2280.0
The Opportunists,tt0138681,0.0,0.0,2000.0,the opportunists,,0,0.0,0,,5.7,1357.0
The Replacements,tt0191397,0.0,0.0,2000.0,the replacements,,0,0.0,0,,6.6,73338.0
About Adam,tt0199314,0.0,290377.375735381,2000.0,about adam,,0,0.0,0,,5.8,6954.0
The Cell,tt0209958,63225894.86119314,199555950.86960423,2000.0,the cell,,0,0.0,0,,6.4,114517.0
Godzilla 2000,tt0188640,1969447.4802671524,19768112.443958715,1999.0,godzilla 2000,,0,0.0,0,,6.0,10093.0
The Original Kings of Comedy,tt0236388,0.0,0.0,2000.0,the original kings of comedy,,0,0.0,0,,6.8,6338.0
Sunset Strip,tt0178050,0.0,0.0,2000.0,sunset strip,,0,0.0,0,,5.5,1889.0
All the Rage,tt0176426,0.0,0.0,1999.0,all the rage,,0,0.0,0,,5.5,1984.0
The Naked Gun: From the Files of Police Squad!,tt0095705,33555310.344827585,220223996.73393103,1988.0,the naked gun: from the files of police squad!,,0,0.0,0,,7.6,215060.0
The Naked Gun 2½: The Smell of Fear,tt0102510,55385775.79806979,209335141.46435043,1991.0,the naked gun 2½: the smell of fear,,0,0.0,0,,6.9,137244.0
Our Town,tt0032881,0.0,0.0,1940.0,our town,,0,0.0,0,,6.5,3264.0
Shane,tt0046303,37745525.525525525,243519519.5195195,1953.0,shane,,0,0.0,0,,7.6,46847.0
"Suddenly, Last Summer",tt0053318,33543743.536711477,0.0,1959.0,"suddenly, last summer",,0,0.0,0,,7.4,18691.0
Cat Ballou,tt0059017,0.0,214309636.8751918,1965.0,cat ballou,,0,0.0,0,,6.7,17168.0
A Couch in New York,tt0118018,0.0,0.0,1996.0,a couch in new york,,0,0.0,0,,5.9,2526.0
The Devil Rides Out,tt0062885,0.0,0.0,1968.0,the devil rides out,,0,0.0,0,,6.9,11264.0
Jerry and Tom,tt0120867,0.0,0.0,1998.0,jerry and tom,,0,0.0,0,,6.5,2151.0
Supergirl,tt0088206,111193731.63565132,45419265.43764936,1984.0,supergirl,,0,0.0,0,,4.4,25830.0
X: The Unknown,tt0049967,0.0,0.0,1956.0,x: the unknown,,0,0.0,0,,6.1,3580.0
The Art of War,tt0160009,76637448.31659774,57859558.71612522,2000.0,the art of war,,0,0.0,0,,5.7,31971.0
The Ballad of Ramblin' Jack,tt0236008,0.0,0.0,2000.0,the ballad of ramblin' jack,,0,0.0,0,,7.8,336.0
Phish: Bittersweet Motel,tt0168515,0.0,0.0,2000.0,phish: bittersweet motel,,0,0.0,0,,7.7,815.0
Bring It On,tt0204946,53646213.82161842,173296293.9744359,2000.0,bring it on,,0,0.0,0,,6.2,112438.0
Catfish in Black Bean Sauce,tt0162903,0.0,0.0,2000.0,catfish in black bean sauce,,0,0.0,0,,6.6,523.0
The Crew,tt0198386,0.0,0.0,2000.0,the crew,,0,0.0,0,,5.6,6838.0
Love & Sex,tt0234137,0.0,0.0,2000.0,love & sex,,0,0.0,0,,6.1,5926.0
Steal This Movie,tt0161216,0.0,0.0,2000.0,steal this movie,,0,0.0,0,,6.3,2444.0
Went to Coney Island on a Mission from God... Be Back by Five,tt0157182,0.0,0.0,1998.0,went to coney island on a mission from god... be back by five,,0,0.0,0,,5.9,422.0
Skipped Parts,tt0209322,0.0,0.0,2000.0,skipped parts,,0,0.0,0,,6.2,3855.0
Highlander: Endgame,tt0144964,47898405.19787359,30355342.231210865,2000.0,highlander: endgame,,0,0.0,0,,4.6,21987.0
Backstage,tt0259207,0.0,0.0,2000.0,backstage,,0,0.0,0,,5.8,355.0
Turn It Up,tt0216772,0.0,0.0,2000.0,turn it up,,0,0.0,0,,4.2,1496.0
Anatomy,tt0187696,0.0,0.0,2000.0,anatomy,,0,0.0,0,,6.0,14531.0
Nurse Betty,tt0171580,45982468.98995865,0.0,2000.0,nurse betty,,0,0.0,0,,6.3,36924.0
Alone,tt0190798,0.0,0.0,1999.0,alone,,0,0.0,0,,7.5,3992.0
The Watcher,tt0204626,63225894.86119314,0.0,2000.0,the watcher,,0,0.0,0,,5.3,29381.0
The Way of the Gun,tt0202677,16285457.767277023,36643048.26679268,2000.0,the way of the gun,,0,0.0,0,,6.6,36760.0
Almost Famous,tt0181875,114956172.47489662,90784125.41968103,2000.0,almost famous,,0,0.0,0,,7.9,310118.0
Bait,tt0211938,67057767.27702303,0.0,2000.0,bait,,0,0.0,0,,5.7,13599.0
Circus,tt0191037,0.0,0.0,2000.0,circus,,0,0.0,0,,5.5,2438.0
Crime + Punishment in Suburbia,tt0197384,0.0,50569.220271707025,2000.0,crime + punishment in suburbia,,0,0.0,0,,5.8,3676.0
Duets,tt0134630,0.0,0.0,2000.0,duets,,0,0.0,0,,6.1,10433.0
Goya in Bordeaux,tt0210717,0.0,0.0,1999.0,goya in bordeaux,,0,0.0,0,,6.6,2365.0
Urbania,tt0182508,0.0,0.0,2000.0,urbania,,0,0.0,0,,6.8,3256.0
Uninvited Guest,tt0188694,0.0,336444.65194899816,1999.0,uninvited guest,,0,0.0,0,,5.1,766.0
The Specials,tt0181836,0.0,0.0,2000.0,the specials,,0,0.0,0,,5.7,2681.0
Under Suspicion,tt0164212,47898405.19787359,499220.1702067336,2000.0,under suspicion,,0,0.0,0,,6.4,30026.0
Prince of Central Park,tt0170452,0.0,0.0,2000.0,prince of central park,,0,0.0,0,,5.1,684.0
Urban Legends: Final Cut,tt0192731,26823106.91080921,73906016.85301831,2000.0,urban legends: final cut,,0,0.0,0,,4.4,20014.0
Woman on Top,tt0206420,15327489.66331955,0.0,2000.0,woman on top,,0,0.0,0,,5.3,11167.0
Dancer in the Dark,tt0168629,24523983.46131128,76698526.44696987,2000.0,dancer in the dark,,0,0.0,0,,7.9,122296.0
Best in Show,tt0218839,0.0,0.0,2000.0,best in show,,0,0.0,0,,7.5,71195.0
Beautiful,tt0210567,0.0,0.0,2000.0,beautiful,,0,0.0,0,,5.7,4472.0
Barenaked in America,tt0211219,0.0,0.0,1999.0,barenaked in america,,0,0.0,0,,7.6,307.0
The Broken Hearts Club: A Romantic Comedy,tt0222850,1915936.2079149438,3343036.619870053,2000.0,the broken hearts club: a romantic comedy,,0,0.0,0,,6.9,8511.0
Girlfight,tt0210075,0.0,0.0,2000.0,girlfight,,0,0.0,0,,6.7,11830.0
Remember the Titans,tt0210945,57478086.23744831,261921283.8236503,2000.0,remember the titans,,0,0.0,0,,7.8,244799.0
Hellraiser,tt0093177,2911741.4721723516,42406681.41773788,1987.0,hellraiser,,0,0.0,0,,6.9,151216.0
Hellbound: Hellraiser II,tt0095294,8388827.586206896,33809030.435172416,1988.0,hellbound: hellraiser ii,,0,0.0,0,,6.4,59858.0
Hellraiser III: Hell on Earth,tt0104409,11726970.35430224,29399423.20786695,1992.0,hellraiser iii: hell on earth,,0,0.0,0,,5.5,37434.0
"Faraway, So Close!",tt0107209,0.0,1840936.0464985992,1993.0,"faraway, so close!",,0,0.0,0,,7.2,9657.0
Beach Party,tt0056860,0.0,0.0,1963.0,beach party,,0,0.0,0,,5.7,2518.0
Bikini Beach,tt0057887,0.0,0.0,1964.0,bikini beach,,0,0.0,0,,5.4,1884.0
Return of the Fly,tt0053219,0.0,0.0,1959.0,return of the fly,,0,0.0,0,,5.7,5602.0
Pajama Party,tt0058440,0.0,0.0,1964.0,pajama party,,0,0.0,0,,5.0,1412.0
Stranger Than Paradise,tt0088184,0.0,0.0,1984.0,stranger than paradise,,0,0.0,0,,7.4,42688.0
Voyage to the Bottom of the Sea,tt0055608,17174981.23324397,76091689.0080429,1961.0,voyage to the bottom of the sea,,0,0.0,0,,6.0,6990.0
Fantastic Voyage,tt0060397,52043360.10037641,122095859.47302383,1966.0,fantastic voyage,,0,0.0,0,,6.8,22172.0
Abbott and Costello Meet Frankenstein,tt0040068,0.0,0.0,1948.0,abbott and costello meet frankenstein,,0,0.0,0,,7.3,21280.0
The Bank Dick,tt0032234,0.0,0.0,1940.0,the bank dick,,0,0.0,0,,7.1,8109.0
Creature from the Black Lagoon,tt0046876,0.0,15652501.855976243,1954.0,creature from the black lagoon,,0,0.0,0,,6.9,37672.0
The Giant Gila Monster,tt0052846,0.0,0.0,1959.0,the giant gila monster,,0,0.0,0,,3.7,4643.0
The Invisible Man,tt0024184,0.0,0.0,1933.0,the invisible man,,0,0.0,0,,7.6,43294.0
The Killer Shrews,tt0052969,0.0,0.0,1959.0,the killer shrews,,0,0.0,0,,4.2,6015.0
Kronos,tt0050610,0.0,0.0,1957.0,kronos,,0,0.0,0,,5.7,2311.0
Phantom of the Opera,tt0036261,0.0,0.0,1943.0,phantom of the opera,,0,0.0,0,,6.4,9121.0
Runaway,tt0088024,0.0,0.0,1984.0,runaway,,0,0.0,0,,5.9,15670.0
The Slumber Party Massacre,tt0084695,0.0,0.0,1982.0,the slumber party massacre,,0,0.0,0,,5.6,20624.0
Slumber Party Massacre II,tt0093996,0.0,0.0,1987.0,slumber party massacre ii,,0,0.0,0,,4.7,8443.0
Slumber Party Massacre III,tt0100639,0.0,0.0,1990.0,slumber party massacre iii,,0,0.0,0,,4.5,3767.0
Sorority House Massacre,tt0091990,0.0,0.0,1986.0,sorority house massacre,,0,0.0,0,,4.4,4502.0
Sorority House Massacre II,tt0100663,0.0,0.0,1990.0,sorority house massacre ii,,0,0.0,0,,4.8,2552.0
Bamboozled,tt0215545,0.0,0.0,2000.0,bamboozled,,0,0.0,0,,6.7,12919.0
Bootmen,tt0210584,0.0,0.0,2000.0,bootmen,,0,0.0,0,,6.2,2544.0
Digimon: The Movie,tt0259974,10537649.14353219,0.0,2000.0,digimon: the movie,,0,0.0,0,,6.1,8389.0
Get Carter,tt0208988,121853542.82339042,37194056.19269935,2000.0,get carter,,0,0.0,0,,5.2,38661.0
Get Carter,tt0067128,14750712.030476192,0.0,1971.0,get carter,,0,0.0,0,,7.3,39091.0
Meet the Parents,tt0212338,105376491.43532191,633109710.505375,2000.0,meet the parents,,0,0.0,0,,7.0,372960.0
Requiem for a Dream,tt0180093,8621712.935617248,14158975.49760189,2000.0,requiem for a dream,,0,0.0,0,,8.3,956009.0
Tigerland,tt0170691,19159362.079149436,0.0,2000.0,tigerland,,0,0.0,0,,6.9,44960.0
Two Family House,tt0202641,0.0,0.0,2000.0,two family house,,0,0.0,0,,7.2,1773.0
The Contender,tt0208874,17243425.871234495,0.0,2000.0,the contender,,0,0.0,0,,6.9,25873.0
Dr. T and the Women,tt0205271,22991234.494979326,0.0,2000.0,dr. t and the women,,0,0.0,0,,4.7,20772.0
Just Looking,tt0162236,5908342.4408014575,0.0,1999.0,just looking,,0,0.0,0,,6.6,1643.0
The Ladies Man,tt0213790,45982468.98995865,26248326.04843473,2000.0,the ladies man,,0,0.0,0,,5.2,14312.0
Lost Souls,tt0160484,0.0,0.0,2000.0,lost souls,,0,0.0,0,,4.8,11680.0
Billy Jack,tt0066832,0.0,0.0,1971.0,billy jack,,0,0.0,0,,6.2,6971.0
Billy Jack Goes to Washington,tt0075754,0.0,0.0,1977.0,billy jack goes to washington,,0,0.0,0,,4.5,881.0
The Time Machine,tt0054387,8283146.06741573,0.0,1960.0,the time machine,,0,0.0,0,,7.5,47516.0
Haunted,tt0113269,0.0,0.0,1995.0,haunted,,0,0.0,0,,6.2,7798.0
Ghoulies,tt0089200,3176963.761018609,111193731.63565132,1984.0,ghoulies,,0,0.0,0,,4.2,11236.0
Ghoulies II,tt0093091,0.0,0.0,1987.0,ghoulies ii,,0,0.0,0,,4.7,6064.0
The Unsinkable Molly Brown,tt0058708,0.0,0.0,1964.0,the unsinkable molly brown,,0,0.0,0,,6.6,4513.0
The Adventures of Ichabod and Mr. Toad,tt0041094,0.0,0.0,1949.0,the adventures of ichabod and mr. toad,,0,0.0,0,,6.8,19730.0
The Strange Love of Martha Ivers,tt0038988,0.0,0.0,1946.0,the strange love of martha ivers,,0,0.0,0,,7.4,11924.0
Detour,tt0037638,0.0,0.0,1945.0,detour,,0,0.0,0,,7.3,21365.0
Billy Elliot,tt0249462,9579681.039574718,210752982.87064382,2000.0,billy elliot,,0,0.0,0,,7.7,149771.0
Bedazzled,tt0230030,91964937.9799173,173168460.7947076,2000.0,bedazzled,,0,0.0,0,,6.1,117315.0
Pay It Forward,tt0223897,76637448.31659774,106731845.78409922,2000.0,pay it forward,,0,0.0,0,,7.2,127582.0
The Beyond,tt0082307,0.0,0.0,1981.0,the beyond,,0,0.0,0,,6.6,27312.0
The Private Eyes,tt0081376,0.0,0.0,1980.0,the private eyes,,0,0.0,0,,6.5,3898.0
The Legend of Drunken Master,tt0111512,0.0,0.0,1994.0,the legend of drunken master,,0,0.0,0,,7.5,51004.0
Book of Shadows: Blair Witch 2,tt0229260,0.0,0.0,2000.0,book of shadows: blair witch 2,,0,0.0,0,,4.1,41581.0
The Little Vampire,tt0192255,42150596.57412876,25972408.243260484,2000.0,the little vampire,,0,0.0,0,,5.8,12339.0
Lucky Numbers,tt0219952,124535853.51447135,0.0,2000.0,lucky numbers,,0,0.0,0,,5.1,11263.0
Stardom,tt0192949,0.0,0.0,2000.0,stardom,,0,0.0,0,,5.6,1883.0
Charlie's Angels,tt0160127,176266131.12817484,506009376.37660956,2000.0,charlie's angels,,0,0.0,0,,5.6,204549.0
The Legend of Bagger Vance,tt0146984,153274896.6331955,75601744.93287654,2000.0,the legend of bagger vance,,0,0.0,0,,6.7,61570.0
Little Nicky,tt0185431,162854577.67277023,0.0,2000.0,little nicky,,0,0.0,0,,5.3,118015.0
