,movie_title,imdb_id,movie_budget,movie_revenue,movie_release,join_title,imdb_rating,imdb_total_votes,Publisher,Pages,Rating,RatingDistTotal,Authors
2781,The Big Bad Wolf,tt0024886,0.0,0.0,1934.0,the big bad wolf,6.8,2557.0,"Little, Brown & Company",8,3.99,total:47136,James Patterson
2782,The Sound And The Fury,tt3026144,0.0,0.0,2015.0,the sound and the fury,4.8,1348.0,Modern Library,368,3.86,total:154239,William Faulkner
2783,Forever,tt2555652,0.0,0.0,2015.0,forever,5.4,687.0,Gallery Books,224,3.62,total:51758,Judy Blume
2784,Les Misérables,tt0039629,0.0,0.0,1948.0,les misérables,6.9,186.0,Signet Classics,1463,4.17,total:641220,Victor Hugo
2785,Blind Date,tt0052634,0.0,0.0,1959.0,blind date,6.7,1022.0,Grove Press,224,3.69,total:1174,Jerzy Kosiński
2786,King of the Gypsies,tt0077807,0.0,0.0,1978.0,king of the gypsies,6.3,1591.0,Bantam Books,209,3.36,total:150,Peter Maas
2787,Three Men in a Boat,tt0230898,0.0,0.0,1979.0,three men in a boat,6.9,1154.0,Chrysalis Books,239,3.89,total:52557,Jerome K. Jerome
2788,Three Men in a Boat,tt0073803,0.0,0.0,1975.0,three men in a boat,6.9,570.0,Chrysalis Books,239,3.89,total:52557,Jerome K. Jerome
2789,The Ice Dragon,tt2184211,0.0,0.0,2012.0,the ice dragon,6.1,258.0,MacMillan Audio,0,3.78,total:16171,George R.R. Martin
2790,The Master and Margarita,tt0403783,8464718.162839249,0.0,2005.0,the master and margarita,7.5,5230.0,Penguin Classics,412,4.3,total:224437,Mikhail Bulgakov
2791,Homecoming,tt3358304,0.0,0.0,2015.0,homecoming,5.3,505.0,Harlequin SuperRomance,304,3.47,total:17,Laura Abbot
2792,Henrietta,tt0085667,0.0,0.0,1983.0,henrietta,6.7,93.0,Houghton Mifflin Harcourt,32,3.56,total:18,David Mamet
2793,Plan B,tt1408972,0.0,0.0,2009.0,plan b,7.0,4723.0,MTV Books,288,3.49,total:1847,Jenny O'Connell
2794,Falling For You,tt0113017,0.0,0.0,1995.0,falling for you,5.1,264.0,Headline Review,448,3.8,total:5977,Jill Mansell
2795,The Challengers,tt0097038,0.0,0.0,1990.0,the challengers,6.8,297.0,Living Books,247,4.23,total:284,Grace Livingston Hill
2796,Absence,tt0103615,0.0,0.0,1992.0,absence,6.3,91.0,"Farrar, Straus and Giroux",118,3.43,total:110,Peter Handke
2797,Forbidden,tt0047372,0.0,0.0,1954.0,forbidden,5.9,158.0,Severn House Publishers,400,3.94,total:3295,Elizabeth Lowell
2798,King Lear,tt0006895,0.0,0.0,1916.0,king lear,5.4,108.0,Simon  Schuster,338,3.91,total:171858,William Shakespeare
2799,Treasure Island,tt0084452,0.0,0.0,1982.0,treasure island,7.3,390.0,Kingfisher,311,3.83,total:380722,Robert Louis Stevenson
2800,Treasure Island,tt0084452,0.0,0.0,1982.0,treasure island,7.3,390.0,Running Press Kids,48,3.83,total:381855,Robert Louis Stevenson
2801,The Girls,tt0134614,0.0,0.0,1961.0,the girls,7.8,4988.0,Back Bay Books,368,3.79,total:20100,Lori Lansens
2802,Alice in Wonderland,tt0211191,0.0,0.0,1981.0,alice in wonderland,7.6,839.0,Gramercy Books,92,4.03,total:367242,Jane Carruth
2803,Alice in Wonderland,tt0211191,0.0,0.0,1981.0,alice in wonderland,7.6,839.0,Scholastic Paperbacks,160,4.02,total:214824,Lewis Carroll
2804,Curtains,tt0085385,0.0,0.0,1983.0,curtains,5.5,6535.0,Simon Pulse,139,3.63,total:289,R.L. Stine
2805,My Sweet Orange Tree,tt2402186,0.0,0.0,2013.0,my sweet orange tree,7.2,1655.0,,208,4.41,total:28958,José Mauro de Vasconcelos
2806,Surfacing,tt0088208,8369587.155963303,0.0,1981.0,surfacing,4.4,184.0,McClelland & Stewart Limited,192,3.46,total:20840,Margaret Atwood
2807,Salomé,tt0332743,0.0,0.0,2002.0,salomé,6.9,480.0,Dover Publications,64,3.69,total:11154,Oscar Wilde
2808,Salomé,tt3112900,0.0,0.0,2013.0,salomé,6.2,2353.0,Dover Publications,64,3.69,total:11154,Oscar Wilde
2809,Salomé,tt0013571,0.0,0.0,1923.0,salomé,6.6,1350.0,Dover Publications,64,3.69,total:11154,Oscar Wilde
2810,Afterlife,tt3774870,0.0,0.0,2014.0,afterlife,7.0,931.0,Onyx,272,3.31,total:424,Douglas Clegg
2811,Tangerine,tt1352455,0.0,0.0,2008.0,tangerine,6.2,97.0,Harcourt,312,3.61,total:27782,Edward Bloor
2812,Heart of a Dog,tt4935446,0.0,0.0,2015.0,heart of a dog,7.0,2692.0,,132,4.1,total:38812,Mikhail Bulgakov
2813,The List,tt2150511,0.0,0.0,2013.0,the list,4.3,427.0,Jove,451,3.96,total:12830,Steve Martini
2814,Lucky,tt1702543,0.0,0.0,2011.0,lucky,7.2,271.0,Hachette Book Group,243,3.78,total:89365,Alice Sebold
2815,Truman,tt3754940,0.0,12474129.836803025,2015.0,truman,7.3,14520.0,Simon  Schuster,1120,4.13,total:74683,David McCullough
2816,Reaper,tt3081268,0.0,0.0,2015.0,reaper,4.4,6587.0,HarperTorch,416,3.44,total:102,Ben Mezrich
2817,The Wave,tt3616916,8158103.850766995,17928753.869587258,2015.0,the wave,6.6,45570.0,Grand Central Publishing,240,3.27,total:934,Walter Mosley
2818,Cosmos,tt4035268,0.0,0.0,2015.0,cosmos,5.7,2294.0,Yale University Press,208,4.03,total:2652,Witold Gombrowicz
2819,The President,tt3966942,0.0,0.0,2014.0,the president,7.3,1934.0,Waveland Press,286,3.99,total:3306,Miguel Ángel Asturias
2820,Earthfall,tt3630556,0.0,0.0,2015.0,earthfall,3.0,976.0,Writers Club Press,540,0.0,total:0,Joel Dodd
2821,Emil and the Detectives,tt0021836,0.0,0.0,1931.0,emil and the detectives,7.2,763.0,,224,3.97,total:7544,Erich Kästner
2822,The Unseen,tt0038205,0.0,0.0,1945.0,the unseen,6.0,902.0,Yearling,208,3.46,total:350,Zilpha Keatley Snyder
2823,Sherlock Holmes,tt0007338,0.0,0.0,1916.0,sherlock holmes,6.2,530.0,Pocket Essentials,78,3.86,total:28,Mark Campbell
2824,Spirit,tt2175672,852056.4601785446,0.0,2012.0,spirit,7.5,2319.0,Leisure Books,422,3.72,total:626,Graham Masterton
2825,Chronicle of a Death Foretold,tt0092800,0.0,0.0,1987.0,chronicle of a death foretold,6.6,1391.0,Vintage,120,3.97,total:114051,Gabriel García Márquez
2826,Second Skin,tt1183696,0.0,0.0,2009.0,second skin,6.6,769.0,New Directions,210,3.85,total:392,John Hawkes
2827,Fatherland,tt0091035,0.0,0.0,1986.0,fatherland,6.2,604.0,HarperTorch,380,3.98,total:33284,Robert   Harris
2828,The Wall,tt0090982,0.0,0.0,1983.0,the wall,7.9,4591.0,Vintage Books,640,4.28,total:1867,John Hersey
2829,The Pyramid,tt1147764,0.0,0.0,2007.0,the pyramid,6.3,610.0,Faber  Faber,217,3.33,total:733,William Golding
2830,Finders Keepers,tt3462002,0.0,0.0,2015.0,finders keepers,6.8,2924.0,Atlantic Books,209,3.4,total:810,Mark Bowden
2831,The Black Marble,tt0080442,0.0,0.0,1980.0,the black marble,6.2,975.0,Dell,416,3.82,total:1205,Joseph Wambaugh
2832,Sisters,tt1850457,41453309.30746719,145101855.357061,2015.0,sisters,6.0,72756.0,Delacorte Press,341,3.85,total:17802,Danielle Steel
2833,The Bridge,tt4698718,0.0,0.0,2015.0,the bridge,6.5,1760.0,Liveright,76,4.12,total:920,Hart Crane
2834,Midnight Sun,tt0844347,0.0,0.0,2006.0,midnight sun,7.1,2028.0,Albin Michel,370,3.46,total:61,Elwood Reid
2835,Ghost,tt1655400,0.0,14666050.170602515,2010.0,ghost,5.4,373.0,Tor Books,279,3.18,total:800,Piers Anthony
2836,Black Kiss,tt0493567,0.0,0.0,2004.0,black kiss,6.0,361.0,Eros Comix,136,3.54,total:398,Howard Chaykin
2837,Spellbound,tt2132405,0.0,0.0,2011.0,spellbound,6.8,3872.0,Penguin Books Ltd,439,3.63,total:24635,Jane Green
2838,Pizza,tt0376827,0.0,0.0,2005.0,pizza,5.5,1161.0,Ryland Peters & Small,63,2.33,total:3,Silvana Franco
2839,When Santa Fell to Earth,tt1794725,0.0,0.0,2011.0,when santa fell to earth,5.5,300.0,Chicken House / Scholastic,167,3.76,total:2228,Cornelia Funke
2840,Standoff,tt3703908,10919091.781259991,0.0,2016.0,standoff,6.1,9559.0,Warner Vision Books,261,3.72,total:6980,Sandra Brown
2841,Manhunt,tt0327002,0.0,0.0,1976.0,manhunt,6.8,638.0,HarperTorch,219,3.7,total:13037,Janet Evanovich
2842,Shadows on the Wall,tt2601260,0.0,0.0,2014.0,shadows on the wall,4.9,384.0,Atheneum Books,165,3.56,total:64,Phyllis Reynolds Naylor
2843,Parade,tt1493070,0.0,0.0,2010.0,parade,7.2,687.0,Greenwillow Books,32,3.46,total:123,Donald Crews
2844,The Unseen,tt0083261,8317128.205128204,0.0,1980.0,the unseen,5.3,2524.0,Yearling,208,3.46,total:350,Zilpha Keatley Snyder
2845,Science Fiction,tt0314624,0.0,0.0,2002.0,science fiction,6.0,390.0,Routledge,168,3.7,total:158,Adam Roberts
2846,A perfect match,tt0472477,0.0,0.0,2007.0,a perfect match,6.4,531.0,Zebra Mass Paper,319,3.33,total:6,Meg-Lynn Roberts
2847,Everything Must Go,tt0131278,0.0,0.0,1996.0,everything must go,6.8,630.0,Mira Books,361,2.69,total:825,Elizabeth Flock
2848,The Forest,tt3387542,13648864.726574993,54671126.847457625,2016.0,the forest,4.8,47367.0,Ballantine Books,784,4.02,total:7762,Edward Rutherfurd
2849,Of Love and Other Demons,tt1206479,0.0,0.0,2009.0,of love and other demons,6.1,535.0,Penguin Group (USA),160,3.98,total:52921,Gabriel García Márquez
2850,Great Expectations,tt0167187,0.0,0.0,1999.0,great expectations,7.2,1990.0,Penguin Audio,3,3.77,total:622146,Charles Dickens
2851,Great Expectations,tt0167187,0.0,0.0,1999.0,great expectations,7.2,1990.0,Signet Classics,494,3.77,total:623762,Charles Dickens
2852,Great Expectations,tt0167187,0.0,0.0,1999.0,great expectations,7.2,1990.0,Brilliance Audio,518,3.77,total:623897,Charles Dickens
2853,Close Range,tt3511596,0.0,0.0,2015.0,close range,5.1,6015.0,Scribner,285,3.99,total:14324,Annie Proulx
2854,Don Quixote,tt0050326,0.0,0.0,1957.0,don quixote,7.3,1014.0,Ecco,940,3.87,total:197128,Miguel de Cervantes Saavedra
2855,Don Quixote,tt0050326,0.0,0.0,1957.0,don quixote,7.3,1014.0,Tantor Media,0,3.87,total:197715,Miguel de Cervantes Saavedra
2856,Bridge To Terabithia,tt0088853,0.0,0.0,1985.0,bridge to terabithia,5.9,816.0,HarperTeen,191,4.0,total:422564,Katherine Paterson
2857,David Golder,tt0020814,0.0,0.0,1931.0,david golder,7.0,376.0,Vintage Canada,176,3.66,total:1405,Irène Némirovsky
2858,The Golem,tt0027688,0.0,0.0,1936.0,the golem,6.2,285.0,Dedalus,264,3.88,total:5521,Gustav Meyrink
2859,The Forest,tt1517213,0.0,0.0,2009.0,the forest,6.6,131.0,Ballantine Books,784,4.02,total:7762,Edward Rutherfurd
2860,Blind Date,tt4466936,0.0,0.0,2015.0,blind date,6.6,7322.0,Grove Press,224,3.69,total:1174,Jerzy Kosiński
2861,Frankenstein,tt4086032,0.0,0.0,2015.0,frankenstein,5.1,3226.0,"Oxford University Press, USA",224,3.8,total:1106777,Mary Wollstonecraft Shelley
2862,Frankenstein,tt4086032,0.0,0.0,2015.0,frankenstein,5.1,3226.0,Dover Publications,166,3.8,total:1110135,Mary Wollstonecraft Shelley
2863,Strangers,tt1064215,0.0,0.0,2007.0,strangers,6.7,534.0,Berkley,704,4.0,total:41388,Dean Koontz
2864,The Chosen,tt4175888,0.0,0.0,2015.0,the chosen,3.5,2223.0,Random House Publishing Group,271,4.05,total:81501,Chaim Potok
2865,Gideon's Trumpet,tt0080789,0.0,0.0,1980.0,gideon's trumpet,7.1,1274.0,Vintage Books,264,3.91,total:2412,Anthony  Lewis
2866,Night Watch,tt0420136,0.0,0.0,2005.0,night watch,6.0,607.0,Xlibris,500,4.0,total:1,Suzanne Knecht
2867,Hell,tt0467628,0.0,0.0,2005.0,hell,4.2,423.0,Turtle Point Press,255,3.69,total:1639,Henri Barbusse
2868,Providence,tt4385026,0.0,0.0,2016.0,providence,7.8,86.0,Bantam,192,3.67,total:904,Daniel Quinn
2869,The Source,tt1686067,0.0,0.0,2011.0,the source,7.2,4329.0,"Random House, Inc.",1080,4.3,total:37855,James A. Michener
2870,Ghosts,tt0119194,0.0,0.0,1997.0,ghosts,7.5,6231.0,Picador,244,3.61,total:636,John Banville
2871,Ghosts,tt0119194,0.0,0.0,1997.0,ghosts,7.5,6231.0,Kessinger Publishing,92,3.84,total:11524,Henrik Ibsen
2872,The Weapon,tt0051184,0.0,0.0,1957.0,the weapon,6.2,472.0,Baen,656,4.06,total:1204,Michael Z. Williamson
2873,Stanley,tt0069308,0.0,0.0,1972.0,stanley,4.6,883.0,HarperCollins Publishers,64,3.62,total:158,Syd Hoff
2874,The Art of Love,tt0058920,0.0,0.0,1965.0,the art of love,6.1,1073.0,Indiana University Press,208,3.83,total:4586,Ovid
2875,Demons,tt0165473,0.0,0.0,1971.0,demons,7.9,3345.0,Vintage,733,4.27,total:35386,Fyodor Dostoyevsky
2876,Run,tt0411815,0.0,0.0,2004.0,run,5.0,1588.0,HarperLuxe,416,3.5700000000000003,total:37832,Ann Patchett
2877,Nightfall,tt0124811,0.0,0.0,1999.0,nightfall,7.0,233.0,Onyx,416,3.87,total:1217,Anne Stuart
2878,Nightfall,tt0124811,0.0,0.0,1999.0,nightfall,7.0,233.0,Bantam Books,339,4.05,total:29879,Isaac Asimov
2879,Alexander the Great,tt0081148,0.0,0.0,1980.0,alexander the great,7.4,1237.0,Ohio University Press,232,3.83,total:298,Nikos Kazantzakis
2880,Three Days,tt0103132,0.0,0.0,1992.0,three days,6.8,786.0,Puffin Books,160,3.56,total:900,Donna Jo Napoli
2881,Quiet Days in Clichy,tt0066407,0.0,0.0,1970.0,quiet days in clichy,5.1,1241.0,Grove Press,154,3.69,total:4228,Henry Miller
2882,Tess of the D'Urbervilles,tt0126100,0.0,0.0,1998.0,tess of the d'urbervilles,7.6,2202.0,Penguin Classics,518,3.8,total:229685,Thomas Hardy
2883,Tess of the D'Urbervilles,tt0126100,0.0,0.0,1998.0,tess of the d'urbervilles,7.6,2202.0,Simon & Schuster,446,3.8,total:229683,Thomas Hardy
2884,Tess of the D'Urbervilles,tt0126100,0.0,0.0,1998.0,tess of the d'urbervilles,7.6,2202.0,W. W. Norton & Company,467,3.8,total:230102,Thomas Hardy
2885,Forgive Me,tt0287092,0.0,0.0,2001.0,forgive me,7.0,95.0,Random House,256,3.45,total:1367,Amanda Eyre Ward
2886,Oblivion,tt1444306,0.0,0.0,2008.0,oblivion,7.4,106.0,Back Bay Books,329,4.07,total:11928,David Foster Wallace
2887,The Secret,tt0227458,0.0,0.0,2000.0,the secret,6.0,901.0,Hesperus Press,123,3.33,total:209,Charlotte Brontë
2888,The Cyclist,tt0092651,0.0,0.0,1987.0,the cyclist,7.2,2490.0,Simon  Schuster,192,3.75,total:223,Viken Berberian
2889,The Nun,tt1156326,0.0,0.0,2007.0,the nun,6.8,178.0,"Oxford University Press, USA",189,3.71,total:5249,Denis Diderot
2890,Fashion,tt0964516,7643914.900034877,0.0,2008.0,fashion,6.9,13598.0,National Geographic Society,239,4.5,total:14,Cathy Newman
2891,Loverboy,tt0349752,0.0,0.0,2003.0,loverboy,6.1,674.0,Avon Books,313,3.97,total:31,Richard Belsky
2892,Thank You,tt1720254,19210987.987539954,6012599.293810214,2011.0,thank you,4.9,6741.0,Lion Hudson,32,0.0,total:0,Olivia Warburton
2893,Ghost,tt2175671,0.0,0.0,2012.0,ghost,2.5,266.0,Tor Books,279,3.18,total:800,Piers Anthony
2894,The chosen,tt0492916,1627536.377320622,0.0,2006.0,the chosen,7.4,506.0,Random House Publishing Group,271,4.05,total:81501,Chaim Potok
2895,Skin,tt1095427,0.0,0.0,2008.0,skin,6.8,1114.0,Weekly Reader Early Learning Library,24,3.0,total:2,Cynthia Amoroso
2896,Swan Lake,tt0078349,0.0,0.0,1981.0,swan lake,7.6,1053.0,Houghton Mifflin (Jp),80,4.13,total:958,Mark Helprin
2897,Creature,tt3619854,0.0,0.0,2014.0,creature,3.3,1781.0,Bantam,416,3.84,total:10324,John Saul
2898,The Legend of Sleepy Hollow,tt0214874,0.0,0.0,1999.0,the legend of sleepy hollow,5.1,1364.0,Wildside Press,108,3.73,total:46297,Washington Irving
2899,Dreamland,tt0391095,0.0,0.0,2007.0,dreamland,3.5,1134.0,Speak,250,3.91,total:72358,Sarah Dessen
2900,Dreamland,tt0391095,0.0,0.0,2007.0,dreamland,3.5,1134.0,Harper Perennial,657,3.71,total:1657,Kevin Baker
2901,Plastic Jesus,tt0067585,0.0,0.0,1971.0,plastic jesus,6.5,276.0,Subterranean Press,105,3.58,total:453,Poppy Z. Brite
2902,Beast,tt1572501,0.0,0.0,2011.0,beast,5.6,630.0,Simon Pulse,272,3.45,total:6666,Donna Jo Napoli
2903,Darkness,tt2641152,0.0,0.0,2013.0,darkness,5.4,28.0,Bantam,373,3.94,total:19993,John Saul
2904,Mother,tt5437970,0.0,0.0,2016.0,mother,6.4,38.0,Citadel Press,406,3.93,total:11684,Maxim Gorky
2905,Mother,tt5437970,0.0,0.0,2016.0,mother,6.4,38.0,Echo Library,285,3.93,total:11707,Maxim Gorky
2906,And Then There Were None,tt3581932,0.0,0.0,0.0,and then there were none,7.8,47656.0,St. Martin's Press,264,4.26,total:740875,Agatha Christie
2907,Gold Coast,tt4038670,0.0,0.0,2015.0,gold coast,5.3,732.0,Random House Audio,0,4.08,total:24549,Nelson DeMille
2908,Evolution,tt4291590,0.0,0.0,2015.0,evolution,5.9,7935.0,Del Rey Books,646,3.98,total:2780,Stephen Baxter
2909,Happy Days,tt1214961,701778.2207169787,4210675.702060097,2007.0,happy days,7.9,6623.0,Grove/Atlantic,64,3.89,total:5220,Samuel Beckett
2910,Hide and Seek,tt2723176,0.0,0.0,2014.0,hide and seek,4.4,1365.0,,368,4.12,total:61320,James Patterson
2911,The Encounter,tt3746700,0.0,0.0,2015.0,the encounter,3.3,536.0,Dial Press,488,4.0,total:6,Malachi Martin
2912,The Gift,tt4126604,0.0,0.0,2014.0,the gift,6.6,242.0,Penguin Books,406,4.0,total:3146,Vladimir Nabokov
2913,The Gift,tt4126604,0.0,0.0,2014.0,the gift,6.6,242.0,"Little, Brown and Company",153,3.46,total:389,Pete Hamill
2914,Prague,tt0855975,0.0,0.0,2006.0,prague,6.7,3491.0,DK Publishing (Dorling Kindersley),272,4.15,total:265,Vladimír Soukup
2915,Prague,tt0855975,0.0,0.0,2006.0,prague,6.7,3491.0,,282,3.77,total:115,Neil Wilson
2916,Creature,tt0156205,0.0,0.0,1998.0,creature,5.1,3128.0,Bantam,416,3.84,total:10324,John Saul
2917,Checkpoint,tt0391857,0.0,0.0,2003.0,checkpoint,7.8,561.0,Vintage,128,2.88,total:828,Nicholson Baker
2918,Faust,tt0163624,0.0,0.0,1960.0,faust,7.4,723.0,W.W. Norton & Company,752,3.96,total:29391,Johann Wolfgang von Goethe
2919,Faust,tt0163624,0.0,0.0,1960.0,faust,7.4,723.0,Hesperus Press,92,3.83,total:343,Ivan Turgenev
2920,Hunger,tt0237320,18471.981776765377,0.0,2001.0,hunger,7.7,72.0,Penguin Books,192,3.92,total:1091,Lan Samantha Chang
2921,The Rescue,tt0200293,0.0,0.0,1971.0,the rescue,6.5,56.0,Grand Central Publishing,352,4.11,total:164257,Nicholas Sparks
2922,Zoom,tt3763866,0.0,0.0,2015.0,zoom,6.0,3086.0,Puffin Books,64,4.3,total:3361,Istvan Banyai
2923,Rhinoceros,tt0848381,0.0,0.0,1964.0,rhinoceros,6.6,135.0,Copper Canyon Press,96,4.0,total:2,Kevin Ducey
2924,Paterson,tt5247022,6824432.363287496,2938242.9753757594,2016.0,paterson,7.3,93760.0,Cátedra,336,4.15,total:2659,William Carlos Williams
2925,Enchantment,tt0012136,0.0,0.0,1921.0,enchantment,6.3,334.0,Del Rey,422,3.9,total:25262,Orson Scott Card
2926,The Good Neighbor,tt2262315,0.0,0.0,2016.0,the good neighbor,6.3,19637.0,Alyson Books,304,3.73,total:259,Jay Quinn
2927,Kitchen,tt0190508,0.0,0.0,1965.0,kitchen,6.6,56.0,Grove Press,152,3.86,total:44792,Banana Yoshimoto
2928,Dreamland,tt4562728,0.0,0.0,2016.0,dreamland,5.7,615.0,Speak,250,3.91,total:72358,Sarah Dessen
2929,Dreamland,tt4562728,0.0,0.0,2016.0,dreamland,5.7,615.0,Harper Perennial,657,3.71,total:1657,Kevin Baker
2930,Mary Shelley,tt3906082,0.0,0.0,2018.0,mary shelley,6.4,19079.0,Grove Press,672,4.01,total:293,Miranda Seymour
2931,Imagining Argentina,tt0314197,0.0,0.0,2003.0,imagining argentina,6.1,3632.0,Bantam,240,4.05,total:1175,Lawrence Thornton
2932,Embers,tt3503460,0.0,0.0,2015.0,embers,5.4,2354.0,Penguin,249,3.97,total:16868,Sándor Márai
2933,Laughing Gas,tt0004210,0.0,0.0,1914.0,laughing gas,5.6,1734.0,Harry N. Abrams,286,3.88,total:2110,P.G. Wodehouse
2934,The Rescue,tt0095981,0.0,0.0,1988.0,the rescue,5.5,1434.0,Grand Central Publishing,352,4.11,total:164257,Nicholas Sparks
2935,Freedom,tt0928385,0.0,0.0,2006.0,freedom,7.2,482.0,,72,3.8,total:5,Michael W.  Smith
2936,The Diary of Anne Frank,tt0112862,0.0,0.0,1995.0,the diary of anne frank,6.7,323.0,Dramatists Play Service,70,4.06,total:7401,Frances Goodrich
2937,Dust,tt1094277,0.0,0.0,2008.0,dust,6.3,159.0,Laurel Leaf,192,3.53,total:1426,Arthur Slade
2938,Revenge,tt0078162,0.0,0.0,1978.0,revenge,7.7,838.0,St. Martin's Press,240,3.5700000000000003,total:70,Mary Morris
2939,Ali Baba and the Forty Thieves,tt0046695,0.0,0.0,1954.0,ali baba and the forty thieves,6.0,1543.0,Usborne Books,48,3.73,total:744,Anonymous
2940,Lullaby,tt5208584,0.0,0.0,2015.0,lullaby,8.1,15.0,Vintage,260,3.73,total:86968,Chuck Palahniuk
2941,The Confession,tt3253740,0.0,0.0,2011.0,the confession,0.0,0.0,William Morrow,384,3.37,total:211,James E. McGreevey
2942,Side Effects,tt0438427,0.0,0.0,2005.0,side effects,4.8,1183.0,Roaring Brook Press,144,3.87,total:961,Amy Goldman Koss
2943,Frozen Stiff,tt0301634,0.0,0.0,2002.0,frozen stiff,8.3,10722.0,Yearling,160,3.63,total:233,Sherry Shahan
2944,A Little Night Music,tt0331282,365073.7197523917,522055.4192459201,2002.0,a little night music,7.0,2089.0,Berkley Trade,179,3.0,total:1,Lee  Williams
2945,Labyrinth,tt0297247,0.0,0.0,2002.0,labyrinth,7.0,2486.0,Fawcett,384,3.97,total:105,Jon Land
2946,Red Dust,tt0210629,0.0,0.0,1999.0,red dust,6.7,522.0,W. W. Norton  Company,352,3.6,total:436,Gillian Slovo
2947,Just Between Us,tt1318029,0.0,0.0,2010.0,just between us,6.6,1111.0,Gallery Books,544,3.81,total:2451,Cathy Kelly
2948,The Living and the Dead,tt0449671,0.0,0.0,2007.0,the living and the dead,6.0,1043.0,Random House Value Publishing,0,4.01,total:166,Paul Hendrickson
2949,The BFG,tt3691740,191084106.17204988,250245914.2475216,2016.0,the bfg,6.3,97954.0,HarperCollins Publishers,4,4.23,total:344834,Roald Dahl
2950,The BFG,tt3691740,191084106.17204988,250245914.2475216,2016.0,the bfg,6.3,97954.0,Puffin Books,208,4.23,total:346510,Roald Dahl
2951,Pollyanna,tt0314519,0.0,0.0,2003.0,pollyanna,7.5,1395.0,Hard Press,170,3.98,total:73752,Eleanor H. Porter
2952,The Magic City,tt0135534,0.0,0.0,1955.0,the magic city,7.2,431.0,SeaStar Books,212,3.96,total:1848,E. Nesbit
2953,Second Nature,tt0326121,0.0,0.0,2003.0,second nature,5.4,863.0,Delta,304,3.93,total:6431,Michael Pollan
2954,The Pilot's Wife,tt0289390,0.0,0.0,2005.0,the pilot's wife,5.7,919.0,Back Bay Books,304,3.52,total:85541,Anita Shreve
2955,The Pilot's Wife,tt0289390,0.0,0.0,2005.0,the pilot's wife,5.7,919.0,Random House Audio,0,3.53,total:85652,Anita Shreve
2956,Fear Itself,tt4573906,0.0,0.0,2015.0,fear itself,6.2,411.0,Phoenix (Orion Books),316,3.96,total:1617,Walter Mosley
2957,War and Peace,tt0495055,0.0,0.0,2007.0,war and peace,7.2,2141.0,Oxford University Press,1392,4.12,total:250130,Leo Tolstoy
2958,Someone to Run With,tt0834955,0.0,0.0,2006.0,someone to run with,7.2,731.0,Picador,343,4.14,total:5478,David Grossman
2959,Seven,tt0079882,0.0,0.0,1979.0,seven,5.8,1014.0,Digital Manga Publishing,176,3.35,total:117,Momoko Tenzen
2960,Abzurdah,tt4413338,0.0,0.0,2015.0,abzurdah,5.4,2359.0,Planeta Publishing,290,3.05,total:3451,Cielo Latini
2961,Freedom,tt0083971,0.0,0.0,1982.0,freedom,6.1,140.0,,72,3.8,total:5,Michael W.  Smith
2962,Camille,tt0012027,0.0,0.0,1921.0,camille,6.5,1120.0,Oberon Books,102,3.5,total:12,Neil Bartlett
2963,The Gambler,tt2924336,0.0,0.0,2013.0,the gambler,7.1,1772.0,Modern Library,188,3.89,total:49689,Fyodor Dostoyevsky
2964,The Gambler,tt2924336,0.0,0.0,2013.0,the gambler,7.1,1772.0,W. W. Norton  Company,192,3.89,total:49973,Fyodor Dostoyevsky
2965,A Midsummer Night's Dream,tt5051278,0.0,0.0,2016.0,a midsummer night's dream,6.4,898.0,Signet Book,162,3.94,total:428449,William Shakespeare
2966,Alexander Hamilton,tt0021595,0.0,0.0,1931.0,alexander hamilton,5.8,351.0,Penguin Books,818,4.23,total:111215,Ron Chernow
2967,The Witness,tt3568002,0.0,0.0,2015.0,the witness,7.0,4737.0,Barbour Publishing,224,4.14,total:661,Grace Livingston Hill
2968,Prey,tt0086872,0.0,0.0,1977.0,prey,5.3,1736.0,Leisure Books,352,3.83,total:1004,Graham Masterton
2969,Hard Sell,tt3257550,0.0,0.0,2016.0,hard sell,5.6,999.0,Ace,268,3.39,total:705,Piers Anthony
2970,The Caretaker,tt0871026,0.0,0.0,2008.0,the caretaker,3.4,555.0,Dramatists Play Service,43,3.7,total:3073,Harold Pinter
2971,The Hive,tt1062161,0.0,0.0,2008.0,the hive,3.2,2014.0,The Noonday Press,256,3.77,total:5455,Camilo José Cela
2972,Double Identity,tt1290400,0.0,0.0,2009.0,double identity,4.5,2880.0,Simon  Schuster Books for Young Readers,224,4.02,total:15065,Margaret Peterson Haddix
2973,Thirst,tt0080016,0.0,0.0,1979.0,thirst,5.7,2025.0,Beacon Press,88,4.36,total:4223,Mary Oliver
2974,Lights Out,tt4786282,6687943.716021746,203189059.0917813,2016.0,lights out,6.3,150192.0,Fawcett Books,352,3.65,total:273,Peter Abrahams
2975,Hide and Seek,tt3155654,0.0,0.0,2013.0,hide and seek,6.3,2567.0,,368,4.12,total:61320,James Patterson
2976,First Light,tt3530970,0.0,0.0,2015.0,first light,6.2,220.0,Grove Press,336,3.5,total:342,Peter Ackroyd
2977,Night Train,tt1032941,0.0,0.0,2008.0,night train,6.4,729.0,Roaring Brook Press,32,3.26,total:58,Caroline Stutson
2978,The Journey,tt3144678,1681891.8091870388,0.0,2014.0,the journey,7.3,643.0,Pan Australia,186,3.31,total:287,John Marsden
