,movie_title,imdb_id,movie_budget,movie_revenue,movie_release,join_title,imdb_rating,imdb_total_votes,Publisher,Pages,Rating,RatingDistTotal,Authors
609,Enemies: A Love Story,tt0097276,0.0,20753586.51920792,1989.0,enemies: a love story,6.6,2786.0,Signet,345,3.95,total:2448,Isaac Bashevis Singer
610,The Girl in a Swing,tt0097435,0.0,0.0,1988.0,the girl in a swing,5.3,902.0,Random House,339,3.52,total:1778,Richard  Adams
611,In Country,tt0097570,48.173465346534655,0.0,1989.0,in country,5.9,3364.0,HarperCollins Publishers,247,3.58,total:2419,Bobbie Ann Mason
612,An Innocent Man,tt0097579,0.0,53653475.36528053,1989.0,an innocent man,6.5,8141.0,Harlequin Kimani Romance,298,3.69,total:13,Deirdre Savoy
613,Last Exit to Brooklyn,tt0097714,0.0,0.0,1989.0,last exit to brooklyn,6.8,7504.0,Bloomsbury,290,3.93,total:23899,Hubert Selby Jr.
614,Leviathan,tt0097737,66907590.75907591,42030315.46165016,1989.0,leviathan,5.8,26254.0,Penguin Books,275,3.96,total:14561,Paul Auster
615,Leviathan,tt0097737,66907590.75907591,42030315.46165016,1989.0,leviathan,5.8,26254.0,Penguin Books,736,3.7,total:36037,Thomas Hobbes
616,Loverboy,tt0097790,0.0,10599037.527524753,1989.0,loverboy,6.1,9326.0,Avon Books,313,3.97,total:31,Richard Belsky
617,Millennium,tt0097883,0.0,0.0,1989.0,millennium,5.7,7379.0,Ace Books (NY),272,3.76,total:2461,John Varley
618,Jurassic Park III,tt0163025,171789430.523918,681211238.3468792,2001.0,jurassic park iii,6.0,363028.0,Addison Wesley Publishing Company,42,3.58,total:60,Peter Buchman
619,Planet of the Apes,tt0133152,184719817.76765376,669076866.0610478,2001.0,planet of the apes,5.7,239865.0,Wings,192,3.95,total:31260,Pierre Boulle
620,Skin Deep,tt0098343,0.0,0.0,1989.0,skin deep,6.1,5493.0,Fantagraphics,104,4.07,total:825,Charles Burns
621,Skin Deep,tt0098343,0.0,0.0,1989.0,skin deep,6.1,5493.0,Bella Books,290,3.97,total:342,Kenna White
622,The Hotel New Hampshire,tt0087428,23827228.207639568,0.0,1984.0,the hotel new hampshire,5.8,9643.0,Black Swan,520,3.91,total:56678,John Irving
623,Basket Case,tt0083624,120263.55932203388,0.0,1982.0,basket case,6.2,23640.0,Grand Central Publishing,400,3.82,total:14851,Carl Hiaasen
624,Chocolat,tt0094868,0.0,0.0,1988.0,chocolat,7.3,4962.0,Soundings,10,3.96,total:106961,Joanne Harris
625,The Awakening,tt0080402,0.0,0.0,1980.0,the awakening,4.9,3175.0,Women's Press (UK),224,3.65,total:165791,Kate Chopin
626,Rat Race,tt0250687,88665512.52847381,157932736.1988155,2001.0,rat race,6.5,128744.0,G.P. Putnam's Sons,304,3.98,total:2928,Dick Francis
627,Our Lady of the Assassins,tt0250809,0.0,0.0,2000.0,our lady of the assassins,6.8,4445.0,Serpent's Tail,144,3.7,total:2483,Fernando Vallejo
628,Sayonara,tt0050933,0.0,0.0,1957.0,sayonara,7.0,8628.0,Fawcett,208,3.81,total:2201,James A. Michener
629,I Never Promised You a Rose Garden,tt0076172,16577580.919931857,0.0,1977.0,i never promised you a rose garden,6.4,1690.0,Signet,288,3.87,total:27766,Hannah  Green
630,The Changeling,tt0080516,0.0,49902769.23076922,1980.0,the changeling,7.1,43647.0,iUniverse,228,4.17,total:1365,Zilpha Keatley Snyder
631,Bandits,tt0219965,138539863.3257403,124929527.97439636,2001.0,bandits,6.5,73523.0,The New Press,226,3.79,total:481,Eric Hobsbawm
632,Not Without My Daughter,tt0102555,0.0,0.0,1991.0,not without my daughter,6.5,16651.0,Transworld Publishers Ltd,528,4.1,total:24572,Betty Mahmoody
633,The Last Castle,tt0272020,132998268.7927107,51061557.99644647,2001.0,the last castle,6.9,89385.0,"Underwood/Miller, Berkley",115,3.79,total:991,Jack Vance
634,Focus,tt0246628,0.0,0.0,2001.0,focus,6.7,3216.0,Buchet Chastel,287,3.85,total:935,Arthur  Miller
635,Harry Potter and the Philosopher's Stone,tt0241527,230899772.2095672,1803743856.5056949,2001.0,harry potter and the philosopher's stone,7.7,924578.0,Bloomsbury Publishing PLC,223,4.47,total:6588013,J.K. Rowling
636,Little Women,tt0024264,0.0,0.0,1933.0,little women,7.1,8392.0,Signet Classics,449,4.08,total:1595807,Louisa May Alcott
637,Little Women,tt0024264,0.0,0.0,1933.0,little women,7.1,8392.0,Barnes  Noble Classics,489,4.08,total:1601291,Louisa May Alcott
638,Guadalcanal Diary,tt0035957,0.0,0.0,1943.0,guadalcanal diary,6.7,2383.0,Modern Library,250,4.24,total:3650,Richard Tregaskis
639,The Falls,tt0080715,0.0,0.0,1980.0,the falls,7.1,1794.0,HarperAudio,0,3.58,total:9573,Joyce Carol Oates
640,Lord of the Flies,tt0100054,0.0,0.0,1990.0,lord of the flies,6.4,35835.0,Listening Library (Audio),6,3.68,total:2162549,William Golding
641,Lord of the Flies,tt0100054,0.0,0.0,1990.0,lord of the flies,6.4,35835.0,The Putnam Publishing Group,202,3.68,total:2168181,William Golding
642,The Sicilian,tt0093966,48043734.2908438,0.0,1987.0,the sicilian,5.4,5768.0,Ballantine Books,416,3.97,total:19389,Mario Puzo
643,No Man's Land,tt0283509,1869647.1771298405,0.0,2001.0,no man's land,7.9,50095.0,Hesperus Press,160,3.17,total:180,Graham Greene
644,And Then There Were None,tt0037515,0.0,0.0,1945.0,and then there were none,7.3,18064.0,St. Martin's Press,264,4.26,total:740875,Agatha Christie
645,The Blue Angel,tt0020697,0.0,0.0,1930.0,the blue angel,7.6,17313.0,British Film Institute,96,3.77,total:13,S.S. Prawer
646,The Owl and the Pussycat,tt0066195,0.0,0.0,1970.0,the owl and the pussycat,6.4,4661.0,Puffin Books,32,4.19,total:8057,Edward Lear
647,The Owl and the Pussycat,tt0066195,0.0,0.0,1970.0,the owl and the pussycat,6.4,4661.0,Tundra Books,24,4.2,total:8061,Edward Lear
648,A Beautiful Mind,tt0268978,110831890.66059226,579174840.9196355,2001.0,a beautiful mind,8.2,1037427.0,Faber  Faber,461,4.13,total:119195,Sylvia Nasar
649,Sahara,tt0036323,0.0,0.0,1943.0,sahara,7.5,10653.0,St. Martin's Griffin,272,3.96,total:2570,Michael Palin
650,Black Hawk Down,tt0265086,169942232.34624144,319546168.08410025,2001.0,black hawk down,7.7,446833.0,Corgi,571,4.29,total:51389,Mark Bowden
651,The Shipping News,tt0120824,0.0,0.0,2001.0,the shipping news,6.7,34597.0,Scribner Book Company,337,3.86,total:127043,Annie Proulx
652,Wuthering Heights,tt0066585,0.0,0.0,1970.0,wuthering heights,6.3,2355.0,Running Press Book Publishers,248,3.85,total:1270598,Emily Brontë
653,Wuthering Heights,tt0066585,0.0,0.0,1970.0,wuthering heights,6.3,2355.0,Penguin Books,335,3.85,total:1275195,Emily Brontë
654,Dragonslayer,tt0082288,66956697.24770642,52486659.36678899,1981.0,dragonslayer,6.6,21325.0,Del Rey Books,218,3.65,total:298,Wayland Drew
655,Fire and Ice,tt0085542,3975910.1123595503,2521002.0116853933,1983.0,fire and ice,6.5,14189.0,HarperCollins Children'sBooks,352,4.38,total:43118,Erin Hunter
656,The Count of Monte Cristo,tt0245844,63887900.95666854,137623753.1213506,2002.0,the count of monte cristo,7.7,157127.0,Tor Classics,580,4.25,total:717363,Alexandre Dumas
657,The Mothman Prophecies,tt0265349,58411795.160382666,100682839.67558809,2002.0,the mothman prophecies,6.4,88352.0,Hodder & Stoughton,352,3.54,total:3465,John A. Keel
658,A Walk to Remember,tt0281358,20079054.586381543,75254597.17159258,2002.0,a walk to remember,7.3,228979.0,Grand Central Publishing,240,4.17,total:644072,Nicholas Sparks
659,A Walk to Remember,tt0281358,20079054.586381543,75254597.17159258,2002.0,a walk to remember,7.3,228979.0,Grand Central Publishing,240,4.17,total:646174,Nicholas Sparks
660,Rare Birds,tt0295552,9235990.888382688,0.0,2001.0,rare birds,6.3,1865.0,powerHouse Books,128,3.56,total:16,Amanda de Cadenet
661,The Hunchback of Notre Dame,tt0050781,0.0,0.0,1956.0,the hunchback of notre dame,6.6,3443.0,Tantor Audio,0,4.0,total:162555,Victor Hugo
662,Heidi,tt0028988,0.0,0.0,1937.0,heidi,7.2,5270.0,Sterling,272,3.99,total:168190,Johanna Spyri
663,Crossroads,tt0275022,21904423.1851435,111604916.25796284,2002.0,crossroads,3.9,46655.0,Catbird Press,224,3.83,total:76,Karel Čapek
664,Saturday Night and Sunday Morning,tt0054269,0.0,0.0,1960.0,saturday night and sunday morning,7.5,9874.0,Plume,192,3.83,total:3606,Alan Sillitoe
665,Sleuth,tt0069281,0.0,0.0,1972.0,sleuth,7.9,52025.0,Marion Boyars,93,4.13,total:567,Anthony Shaffer
666,Black Like Me,tt0057889,0.0,0.0,1964.0,black like me,6.6,797.0,Berkley Books,208,4.13,total:57229,John Howard Griffin
667,Black Like Me,tt0057889,0.0,0.0,1964.0,black like me,6.6,797.0,Aldrich Museum of Contemporary Art,64,4.0,total:6,Fred Wilson
668,Cross Creek,tt0085380,0.0,0.0,1983.0,cross creek,6.9,2302.0,Scribner,384,4.07,total:1633,Marjorie Kinnan Rawlings
669,The Time Machine,tt0268695,146029487.90095666,225851352.6210917,2002.0,the time machine,6.0,134509.0,Signet Classics,118,3.89,total:389736,H.G. Wells
670,Hopscotch,tt0080889,0.0,0.0,1980.0,hopscotch,7.1,9791.0,Pantheon,564,4.24,total:28119,Julio Cortázar
671,The Island,tt0080934,0.0,0.0,1980.0,the island,5.3,5053.0,Scholastic Paperbacks,208,3.72,total:1503,Gary Paulsen
672,The Jazz Singer,tt0080948,0.0,0.0,1980.0,the jazz singer,6.0,5391.0,University of Wisconsin Press,188,4.67,total:3,Robert L. Carringer
673,Barabbas,tt0055774,0.0,0.0,1961.0,barabbas,6.9,7555.0,Vintage,144,3.83,total:3853,Pär Lagerkvist
674,George Washington,tt0262432,0.0,0.0,2000.0,george washington,7.2,8881.0,Hudson Hills Press,162,3.0,total:2,Barbara J. Mitnick
675,George Washington,tt0262432,0.0,0.0,2000.0,george washington,7.2,8881.0,Doubleday Books for Young Readers,64,4.26,total:885,Ingri d'Aulaire
676,Crush,tt0245407,0.0,0.0,2001.0,crush,5.8,4033.0,Yale University Press,62,4.31,total:17939,Richard Siken
677,The Aviator,tt0088758,0.0,4002253.0809460734,1985.0,the aviator,5.6,1636.0,Ballantine Books,160,3.81,total:194,Ernest K. Gann
678,Cuba,tt0079013,0.0,0.0,1979.0,cuba,5.6,3158.0,,520,3.93,total:651,Brendan Sainsbury
679,Joe,tt0065916,907203.3773087072,165344268.64042217,1970.0,joe,6.8,4950.0,Prestel Publishing,96,4.23,total:53,Hiroshi Sugimoto
680,The Mystic Masseur,tt0282771,0.0,0.0,2001.0,the mystic masseur,5.8,483.0,Pan MacMillan,215,3.48,total:2105,V.S. Naipaul
681,White Fang,tt0103247,33713080.92056422,83784615.61158131,1991.0,white fang,6.7,23758.0,Scholastic Paperbacks,252,3.98,total:143874,Jack London
682,White Fang,tt0103247,33713080.92056422,83784615.61158131,1991.0,white fang,6.7,23758.0,Thorndike Press,354,3.98,total:144286,Jack London
683,About a Boy,tt0276751,49284952.16657288,235472549.24029264,2002.0,about a boy,7.1,197854.0,Riverhead Books,307,3.8,total:120793,Nick Hornby
684,About a Boy,tt0276751,49284952.16657288,235472549.24029264,2002.0,about a boy,7.1,197854.0,Indigo,286,3.8,total:120930,Nick Hornby
685,The Importance of Being Earnest,tt0278500,0.0,0.0,2002.0,the importance of being earnest,6.8,25709.0,Samuel French Ltd,114,4.17,total:291547,Oscar Wilde
686,The Hound of the Baskervilles,tt0052905,0.0,0.0,1959.0,the hound of the baskervilles,6.9,13762.0,IndyPublish.com,176,4.11,total:234084,Arthur Conan Doyle
687,Insomnia,tt0278504,83966955.54305008,207571479.8955543,2002.0,insomnia,7.2,335664.0,Debolsillo,890,3.82,total:130678,Stephen King
688,The Gambler,tt0071532,0.0,0.0,1974.0,the gambler,7.1,7005.0,Modern Library,188,3.89,total:49689,Fyodor Dostoyevsky
689,The Gambler,tt0071532,0.0,0.0,1974.0,the gambler,7.1,7005.0,W. W. Norton  Company,192,3.89,total:49973,Fyodor Dostoyevsky
690,Monkey Business,tt0044916,0.0,24526880.9073724,1952.0,monkey business,6.9,16301.0,Kids Can Press,32,4.17,total:144,Wallace Edwards
691,Dakota,tt0037627,0.0,0.0,1945.0,dakota,5.9,1840.0,St. Martin's Paperbacks,306,3.72,total:39,Matt Braun
692,Silent Running,tt0067756,7873009.708737863,0.0,1972.0,silent running,6.6,33152.0,Wiley,320,4.17,total:448,James F. Calvert
693,Cherish,tt0298798,0.0,0.0,2002.0,cherish,6.6,3016.0,Avon,385,4.03,total:3313,Catherine Anderson
694,The Emperor's New Clothes,tt0282768,0.0,0.0,2001.0,the emperor's new clothes,6.8,2863.0,Andrews McMeel Publishing,30,4.0,total:1,Samantha Easton
695,Silver Bullet,tt0090021,0.0,0.0,1985.0,silver bullet,6.4,34741.0,Signet,255,3.65,total:45852,Stephen King
696,Minority Report,tt0181689,186187597.0737197,654162685.766843,2002.0,minority report,7.6,611645.0,Gollancz,304,3.83,total:16856,Philip K. Dick
697,The Importance of Being Earnest,tt0044744,0.0,0.0,1952.0,the importance of being earnest,7.4,6780.0,Samuel French Ltd,114,4.17,total:291547,Oscar Wilde
698,Perfect,tt0089798,58306452.22327341,39644882.98717123,1985.0,perfect,4.8,6493.0,Milkweed Editions,172,3.77,total:12701,Natasha Friend
699,1776,tt0068156,0.0,0.0,1972.0,1776,7.6,11007.0,Simon  Schuster,386,4.07,total:176884,David McCullough
700,1776,tt0068156,0.0,0.0,1972.0,1776,7.6,11007.0,Simon & Schuster,386,4.07,total:177288,David McCullough
701,The Kid Stays in the Picture,tt0303353,73014.74395047834,2618374.4313337086,2002.0,the kid stays in the picture,7.3,8255.0,Faber & Faber,462,3.92,total:3180,Robert  Evans
702,Possession,tt0256276,45634214.96904896,18461290.634462576,2002.0,possession,6.3,13955.0,Vintage,555,3.89,total:67751,A.S. Byatt
703,Clash of the Titans,tt0082186,55797247.706422016,152855920.28330275,1981.0,clash of the titans,6.9,50434.0,Warner Books (NY),304,3.88,total:1098,Alan Dean Foster
704,The Swarm,tt0078350,0.0,0.0,1978.0,the swarm,4.5,9194.0,Regan Books,881,4.06,total:15402,Frank Schätzing
705,The Experiment,tt0250258,0.0,0.0,2001.0,the experiment,7.7,98263.0,Signet,481,3.56,total:697,John Darnton
706,Heaven,tt0246677,20079054.586381543,0.0,2002.0,heaven,6.9,26956.0,Tyndale Momentum,533,4.28,total:9822,Randy Alcorn
707,The Onion Field,tt0079668,0.0,0.0,1979.0,the onion field,6.8,6127.0,Dell,448,4.13,total:18302,Joseph Wambaugh
708,Texasville,tt0103069,0.0,0.0,1990.0,texasville,6.0,3254.0,Simon  Schuster,544,3.7,total:4037,Larry McMurtry
709,The Fan,tt0082362,0.0,0.0,1981.0,the fan,5.8,3205.0,Fawcett,320,3.44,total:321,Peter Abrahams
710,Flashback,tt0099581,0.0,16506245.43523137,1990.0,flashback,6.2,5986.0,Avon Books,407,3.69,total:101,Cait London
711,Flashback,tt0099581,0.0,16506245.43523137,1990.0,flashback,6.2,5986.0,Forge Books,400,3.49,total:174,Gary Braver
712,The Rules of Attraction,tt0292644,7301474.395047833,0.0,2002.0,the rules of attraction,6.6,54950.0,Vintage Contemporaries,283,3.69,total:39337,Bret Easton Ellis
713,Tuck Everlasting,tt0283084,27380528.981429376,34970546.692357905,2002.0,tuck everlasting,6.6,26520.0,Farrar Straus Giroux,139,3.87,total:216634,Natalie Babbitt
714,Tuck Everlasting,tt0283084,27380528.981429376,34970546.692357905,2002.0,tuck everlasting,6.6,26520.0,Farrar Straus Giroux,139,3.87,total:217156,Natalie Babbitt
715,White Oleander,tt0283139,0.0,0.0,2002.0,white oleander,7.1,35490.0,Back Bay Books,480,3.97,total:315225,Janet Fitch
716,The Ring,tt0298130,87617692.740574,455153712.4329994,2002.0,the ring,7.1,396530.0,Xlibris,260,3.43,total:291,Piers Anthony
717,Tully,tt0212604,0.0,0.0,2000.0,tully,7.2,2034.0,Harper,614,3.89,total:9563,Paullina Simons
718,Billy Bathgate,tt0101453,115587706.01336303,0.0,1991.0,billy bathgate,5.9,13367.0,Blackstone Audiobooks,9,3.79,total:6309,E.L. Doctorow
719,All Night Long,tt0082001,0.0,37198165.13761468,1981.0,all night long,5.5,2159.0,G.P. Putnam's Sons,416,3.96,total:8263,Jayne Ann Krentz
720,The Chosen,tt0082175,0.0,0.0,1981.0,the chosen,7.2,2588.0,Random House Publishing Group,271,4.05,total:81501,Chaim Potok
721,Endless Love,tt0082329,0.0,120866785.32146788,1981.0,endless love,4.9,10478.0,Ecco Press,432,3.54,total:3583,Scott Spencer
722,Eye of the Needle,tt0082351,0.0,66956697.24770642,1981.0,eye of the needle,7.1,13768.0,HarperCollins Publishers,339,4.18,total:122319,Ken Follett
723,The Four Seasons,tt0082405,0.0,0.0,1981.0,the four seasons,6.8,7378.0,Mira Books,368,3.99,total:3004,Mary Alice Monroe
724,Ghost Story,tt0082449,0.0,0.0,1981.0,ghost story,6.3,10853.0,"Pocket Books / Simon & Schuster, Inc.",567,3.95,total:65420,Peter Straub
725,Lady Chatterley's Lover,tt0082640,0.0,0.0,1981.0,lady chatterley's lover,5.1,3649.0,Modern Library,376,3.5,total:95220,D.H. Lawrence
726,Ghost Ship,tt0288477,63887900.95666854,124763731.9826224,2002.0,ghost ship,5.6,115317.0,Scholastic Inc.,313,3.67,total:493,Dietlof Reiche
727,Casino Royale,tt0061452,118310516.71732524,411569929.7332523,1967.0,casino royale,5.0,34307.0,Blackstone Audiobooks,4,3.73,total:60961,Ian Fleming
728,Exodus,tt0053804,44176779.02621722,240211235.95505616,1960.0,exodus,6.7,12458.0,"Bantam Books, Inc.",608,4.34,total:88982,Leon Uris
729,Ararat,tt0273435,0.0,0.0,2002.0,ararat,6.3,15013.0,Ecco,72,4.06,total:812,Louise Glück
730,Fingers,tt0077549,0.0,0.0,1978.0,fingers,6.7,3021.0,Tor Teen,197,3.5700000000000003,total:223,William Sleator
731,Madame Bovary,tt0102368,0.0,4677504.555783222,1991.0,madame bovary,6.6,4811.0,Penguin Classics,327,3.67,total:237971,Gustave Flaubert
732,Ragtime,tt0082970,0.0,0.0,1981.0,ragtime,7.3,11338.0,Bantam Books,369,3.88,total:36297,E.L. Doctorow
733,Tales of Ordinary Madness,tt0086410,0.0,0.0,1981.0,tales of ordinary madness,6.6,3184.0,City Lights Publishers,238,3.92,total:21668,Charles Bukowski
734,Tales of Ordinary Madness,tt0086410,0.0,0.0,1981.0,tales of ordinary madness,6.6,3184.0,Oni Press,112,2.92,total:13,Malcolm Bourne
735,Revolution #9,tt0253586,0.0,0.0,2002.0,revolution #9,6.7,382.0,Fawcett,302,3.42,total:139,Peter Abrahams
736,The Quiet American,tt0258068,54761057.96285875,50515476.94784469,2002.0,the quiet american,7.0,30780.0,Penguin Classics Deluxe Editions,180,3.97,total:45078,Graham Greene
737,Solaris,tt0307479,85792324.14181204,54766092.32945414,2002.0,solaris,6.2,88427.0,Mariner Books,204,3.98,total:67873,Stanisław Lem
738,Empire,tt0262396,7301474.395047833,33935924.11984243,2002.0,empire,5.9,8121.0,Tor Books,352,3.43,total:9255,Orson Scott Card
739,Empire,tt0262396,7301474.395047833,33935924.11984243,2002.0,empire,5.9,8121.0,Vintage,496,3.85,total:1973,Gore Vidal
740,Medea,tt0066065,0.0,0.0,1969.0,medea,6.9,6001.0,Cambridge University Press,431,3.87,total:52670,Euripides
741,Best Friends,tt0083641,0.0,0.0,1982.0,best friends,5.5,3475.0,"Little, Brown Books for Young Readers",32,4.0,total:12,Loretta Krupinski
742,Best Friends,tt0083641,0.0,0.0,1982.0,best friends,5.5,3475.0,First Avenue Editions (Tm),32,2.78,total:9,Marcia Leonard
743,Cannery Row,tt0083717,0.0,0.0,1982.0,cannery row,6.6,4319.0,Penguin Books,181,4.04,total:108179,John Steinbeck
744,The Children's Hour,tt0054743,0.0,0.0,1961.0,the children's hour,7.8,20062.0,Dell Publishing Company,383,3.56,total:618,Douglas Clegg
745,A Kiss Before Dying,tt0049414,0.0,0.0,1956.0,a kiss before dying,6.7,4842.0,Carroll & Graf Publishers,242,3.94,total:8851,Ira Levin
746,War and Peace,tt0049934,72538501.67722699,151121878.4942229,1956.0,war and peace,6.7,11473.0,Oxford University Press,1392,4.12,total:250130,Leo Tolstoy
747,The Pianist,tt0253474,63887900.95666854,219176711.62822732,2002.0,the pianist,8.5,988772.0,Picador,224,4.24,total:67235,Władysław Szpilman
748,City of God,tt0317248,6023716.375914463,55932524.76848621,2002.0,city of god,8.6,852914.0,Random House Audio,0,3.41,total:2590,E.L. Doctorow
749,Divine Intervention,tt0979876,0.0,0.0,0.0,divine intervention,3.8,59.0,Trafalgar Square Publishing,128,4.0,total:3,Terence Reese
750,Blind Date,tt0086978,0.0,0.0,1984.0,blind date,4.9,2359.0,Grove Press,224,3.69,total:1174,Jerzy Kosiński
751,Ethan Frome,tt0106833,0.0,0.0,1993.0,ethan frome,6.3,2383.0,IndyPublish.com,120,3.39,total:102987,Edith Wharton
752,The Last Unicorn,tt0084237,0.0,22181857.57457627,1982.0,the last unicorn,7.3,32197.0,Ballantine Books,248,4.17,total:92384,Peter S. Beagle
753,Paradise,tt0084469,0.0,19203685.15254237,1982.0,paradise,4.9,3263.0,Plume (Penguin Books Ltd),318,3.8,total:22167,Toni Morrison
754,Paradise,tt0084469,0.0,19203685.15254237,1982.0,paradise,4.9,3263.0,Bloomsbury,249,3.5,total:606,Abdulrazak Gurnah
755,Q,tt0084556,0.0,0.0,1982.0,q,6.0,10533.0,Piper,798,4.17,total:6317,Luther Blissett
756,Q,tt0084556,0.0,0.0,1982.0,q,6.0,10533.0,Mariner Books,768,4.17,total:6331,Luther Blissett
757,Shoot the Moon,tt0084675,0.0,27832423.72881356,1982.0,shoot the moon,6.8,3267.0,St. Martin's Paperbacks,384,4.02,total:94,Joseph T. Klempner
758,White Dog,tt0084899,27488813.559322037,0.0,1982.0,white dog,7.0,11433.0,University Of Chicago Press,290,3.85,total:963,Romain Gary
759,The Road,tt0084934,0.0,0.0,1982.0,the road,7.9,15225.0,Alfred A. Knopf,241,3.97,total:683245,Cormac McCarthy
760,Q & A,tt0100442,0.0,0.0,1990.0,q & a,6.6,7805.0,Scribner,336,3.99,total:29284,Vikas Swarup
761,The Red Badge of Courage,tt0043961,20959949.566587865,0.0,1951.0,the red badge of courage,7.1,5213.0,Atheneum Books,173,3.24,total:86340,Stephen Crane
762,Dark Blue,tt0279331,27380528.981429376,16861787.670005627,2002.0,dark blue,6.6,25300.0,Avatar Press,72,3.26,total:283,Warren Ellis
763,Old School,tt0302886,42633253.01204819,154643863.3320482,2003.0,old school,7.0,253999.0,Bloomsbury,196,3.82,total:10855,Tobias Wolff
764,Spider,tt0278731,0.0,0.0,2002.0,spider,6.7,42845.0,Gallimard Education,227,3.77,total:1801,Patrick McGrath
765,Seize the Day,tt0091920,0.0,0.0,1986.0,seize the day,5.8,1663.0,Penguin Classics,114,3.54,total:9728,Saul Bellow
766,Bringing Down the House,tt0305669,35527710.84337349,235682665.91421688,2003.0,bringing down the house,5.6,40793.0,Arrow,320,3.89,total:22126,Ben Mezrich
767,Prozac Nation,tt0236640,0.0,0.0,2001.0,prozac nation,6.2,19994.0,Riverhead Books,384,3.6,total:53647,Elizabeth Wurtzel
768,The Lost Honor of Katharina Blum,tt0073858,6202065.00956023,0.0,1975.0,the lost honor of katharina blum,7.3,5246.0,Penguin Classics,140,3.69,total:10699,Heinrich Böll
769,Equus,tt0075995,0.0,0.0,1977.0,equus,7.1,9160.0,Longman Schools Division (a Pearson Education Company),144,3.94,total:18121,Peter Shaffer
770,Women in Love,tt0066579,11357422.969187671,0.0,1969.0,women in love,7.1,9612.0,Dover Publications,416,3.67,total:28650,D.H. Lawrence
771,Women in Love,tt0066579,11357422.969187671,0.0,1969.0,women in love,7.1,9612.0,Cambridge University Press,696,3.67,total:28697,D.H. Lawrence
772,Dreamcatcher,tt0285531,120794216.86746988,134499805.8293976,2003.0,dreamcatcher,5.5,99874.0,Albin Michel,688,3.63,total:146595,Stephen King
773,Unknown Pleasures,tt0318025,0.0,0.0,2002.0,unknown pleasures,6.8,2784.0,,117,3.69,total:650,Chris Ott
774,Dreams,tt0100998,0.0,0.0,1990.0,dreams,7.7,31751.0,Puffin Books,40,3.85,total:266,Ezra Jack Keats
775,Holes,tt0311289,35527710.84337349,0.0,2003.0,holes,7.0,107550.0,Yearling Books,233,3.96,total:925322,Louis Sachar
776,Fahrenheit 451,tt0060390,0.0,0.0,1966.0,fahrenheit 451,7.2,46978.0,Blackstone Audiobooks,5,3.99,total:1572872,Ray Bradbury
777,Identity,tt0309698,53291566.26506024,160335734.793253,2003.0,identity,7.3,286129.0,Harper,176,3.68,total:19681,Milan Kundera
778,Spellbound,tt0334405,0.0,0.0,2002.0,spellbound,7.6,12606.0,Penguin Books Ltd,439,3.63,total:24635,Jane Green
779,The Trip,tt0250067,0.0,0.0,2002.0,the trip,7.0,4003.0,HarperTrophy,32,3.79,total:249,Ezra Jack Keats
780,Treasure Island,tt0043067,0.0,0.0,1950.0,treasure island,6.9,10368.0,Kingfisher,311,3.83,total:380722,Robert Louis Stevenson
781,Treasure Island,tt0043067,0.0,0.0,1950.0,treasure island,6.9,10368.0,Running Press Kids,48,3.83,total:381855,Robert Louis Stevenson
782,Come September,tt0054759,0.0,0.0,1961.0,come september,6.9,4428.0,AK Press,1,4.43,total:227,Arundhati Roy
783,King Rat,tt0059358,0.0,0.0,1965.0,king rat,7.5,5434.0,Tor Books,320,3.54,total:8296,China Miéville
784,The Railway Children,tt0066279,0.0,0.0,1970.0,the railway children,7.3,6168.0,"Penguin Books, Limited (UK)",212,4.01,total:49628,E. Nesbit
785,Battle Cry,tt0047860,0.0,0.0,1955.0,battle cry,6.4,2797.0,Avon,694,4.15,total:8969,Leon Uris
786,The Trial,tt0057427,0.0,0.0,1962.0,the trial,7.6,26249.0,Vintage,255,3.97,total:215662,Franz Kafka
787,The Trial,tt0057427,0.0,0.0,1962.0,the trial,7.6,26249.0,Schocken,288,3.97,total:216519,Franz Kafka
788,Eat a Bowl of Tea,tt0097261,0.0,0.0,1989.0,eat a bowl of tea,6.3,866.0,Lyle Stuart,256,3.45,total:203,Louis Chu
789,Shattered,tt0102900,52977698.58945806,27719451.39872309,1991.0,shattered,6.5,12427.0,G.P. Putnam's Sons,256,3.9,total:5043,Dick Francis
790,Where the Heart Is,tt0100924,0.0,0.0,1990.0,where the heart is,5.9,1872.0,Grand Central Publishing,376,4.02,total:231592,Billie Letts
791,I Capture the Castle,tt0300015,0.0,0.0,2003.0,i capture the castle,6.8,8291.0,St. Martin's Paperbacks,346,4.0,total:80236,Dodie Smith
792,Born to Be Wild,tt0113533,0.0,0.0,1995.0,born to be wild,5.2,1797.0,Jove,354,3.78,total:2785,Catherine Coulter
793,I'll Be There,tt0325352,0.0,0.0,2003.0,i'll be there,6.4,2264.0,Jump At The Sun,12,0.0,total:0,Charles R. Smith Jr.
794,Le Divorce,tt0306734,0.0,23078793.85831325,2003.0,le divorce,4.9,12481.0,Plume,320,2.88,total:4299,Diane Johnson
795,The Red Pony,tt0041792,0.0,0.0,1949.0,the red pony,6.3,1301.0,Puffin,95,3.44,total:46193,John Steinbeck
796,The Day of the Dolphin,tt0069946,0.0,0.0,1973.0,the day of the dolphin,6.0,3818.0,Fawcett,318,3.85,total:844,Robert Merle
797,The Rachel Papers,tt0098160,0.0,0.0,1989.0,the rachel papers,5.9,2362.0,Vintage,240,3.59,total:9129,Martin Amis
